isbn	rgtn	ymd	title	ser	auth	cls1	cls2	cls3	pub	pubyr
9784-398279354	48791	20170427	長崎ハウステンボス 佐世保・五島  １７	まっぷるマガジン 九州 ０４		291.9	ﾅ	2017	昭文社	2016
9784-398281708	48792	20170427	鹿児島 指宿・霧島  １７－ １８	まっぷるマガジン 九州 １０		291.9	ｶ	2017	昭文社	2017
9784-533111990	48793	20170427	るるぶ福岡 博多天神  １７	るるぶ情報版 九州 ２		291.9	ﾙ	2017	ＪＴＢパブリッシング	2016
9784-533111136	48794	20170427	るるぶ長崎 ハウステンボス佐世保雲仙  １７	るるぶ情報版 九州 ３		291.9	ﾙ	2017	ＪＴＢパブリッシング	2016
9784-533114632	48795	20170427	るるぶ鹿児島 指宿霧島桜島  １７	るるぶ情報版 九州 ７		291.9	ﾙ	2017	ＪＴＢパブリッシング	2016
9784-398155153	48796	20170427	福岡 太宰府 ３版	ことりっぷ		291.9	ﾌ		昭文社	2016
9784-398155160	48797	20170427	長崎 ハウステンボス・五島列島 ３版	ことりっぷ		291.9	ﾅ		昭文社	2016
9784-398154149	48798	20170427	屋久島・鹿児島・霧島 ２版	ことりっぷ		291.9	ﾔ		昭文社	2015
9784-533085574	48799	20170427	福岡 柳川　門司港レトロ 改訂４版	ココミル 九州 １		291.9	ﾌ		ＪＴＢパブリッシング	2016
9784-533087202	48800	20170427	長崎 ハウステンボス 改訂３版	ココミル 九州 ２		291.9	ﾅ		ＪＴＢパブリッシング	2015
9784-533085581	48801	20170427	鹿児島 霧島　指宿　屋久島 改訂４版	ココミル 九州 ３		291.9	ｶ		ＪＴＢパブリッシング	2015
9784-398116758	48802	20170427	福岡 関門海峡・北九州 ４版	たびまる－今度の旅はまるごと楽しい！－ ２５		291.9	ﾌ		昭文社	2015
9784-398116765	48803	20170427	長崎 ４版	たびまる－今度の旅はまるごと楽しい！－ ２６		291.9	ﾅ		昭文社	2015
9784-398116789	48804	20170427	鹿児島・屋久島 奄美大島 ３版	たびまる－今度の旅はまるごと楽しい！－ ２８		291.9	ｶ		昭文社	2015
9784-005008506	48805	20170501	聖徳太子 ほんとうの姿を求めて	岩波ジュニア新書 ８５０	東野 治之／著	288.4	ﾄｳ		岩波書店	2017
9784-005008513	48806	20170501	日本一小さな農業高校の学校づくり 愛農高校、校舎たてかえ顛末記	岩波ジュニア新書 ８５１	品田 茂／著	526.3	ｼﾅ		岩波書店	2017
9784-005008520	48807	20170501	東大留学生ディオンが見たニッポン	岩波ジュニア新書 ８５２	ディオン・ン・ジェ・ティン／著	302.1	ﾃﾞｨ		岩波書店	2017
9784-004316565	48808	20170501	作家的覚書	岩波新書  新赤版 1656	高村薫著	914.6	ﾀｶ		岩波書店	2017
9784-004316572	48809	20170501	ミクロ経済学入門の入門	岩波新書 新赤版 ; 1657	坂井豊貴 著	331	ｻｶ		岩波書店	2017
9784-004316589	48810	20170501	日中漂流 グローバル・パワーはどこへ向かうか	岩波新書　新赤版 １６５８	毛里 和子／著	319.1	ﾓｳ		岩波書店	2017
9784-004316596	48811	20170501	異才、発見！ 枠を飛び出す子どもたち	岩波新書　新赤版 １６５９	伊藤 史織／著	371.5	ｲﾄ		岩波書店	2017
9784-004316602	48812	20170501	正岡子規 : 人生のことば	岩波新書  新赤版 1660	復本一郎著	911.3	ﾌｸ		岩波書店	2017
9784-002709642	48813	20170501	《原爆の図》のある美術館 : 丸木位里、丸木俊の世界を伝える	岩波ブックレット ; No.964	岡村幸宣 著	723.1	ｵｶ		岩波書店	2017
9784-065020104	48814	20170501	生物はウイルスが進化させた 巨大ウイルスが語る新たな生命像	ブルーバックス Ｂ－２０１０	武村 政春／著	465.8	ﾀｹ		講談社	2017
9784-065020111	48815	20170501	巨大ブラックホールの謎 宇宙最大の「時空の穴」に迫る	ブルーバックス Ｂ－２０１１	本間 希樹／著	443.5	ﾎﾝ		講談社	2017
9784-065020128	48816	20170501	カラー図解Ｊａｖａで始めるプログラミング 知識ゼロからの定番言語「超」入門	ブルーバックス Ｂ－２０１２	高橋 麻奈／著	007.6	ﾀｶ		講談社	2017
9784-065020135	48817	20170501	カラー図解新しい人体の教科書 上	ブルーバックス Ｂ－２０１３	山科 正平／著	491.3	ﾔﾏ	上	講談社	2017
9784-002709659	48818	20170615	家庭教育は誰のもの？ 家庭教育支援法はなぜ問題か	岩波ブックレット  No. 965	木村 涼子著	379.9	ｷﾑ		岩波書店	2017
9784-002709666	48819	20170615	共謀罪の何が問題か	岩波ブックレット Ｎｏ．９６６	高山 佳奈子／著	326.8	ﾀｶ		岩波書店	2017
9784-005008537	48820	20170615	中学生になったら	岩波ジュニア新書 ; 853	宮下聡 著	376.3	ﾐﾔ		岩波書店	2017
9784-005008544	48821	20170615	質問する、問い返す 主体的に学ぶということ	岩波ジュニア新書 ８５４	名古谷 隆彦／著	002	ﾅｺﾞ		岩波書店	2017
9784-004316619	48822	20170615	偽りの経済政策 格差と停滞のアベノミクス	岩波新書　新赤版 １６６１	服部 茂幸／著	332.1	ﾊｯ		岩波書店	2017
9784-004316626	48823	20170615	霊長類 消えゆく森の番人	岩波新書　新赤版 １６６２	井田 徹治／著	489.9	ｲﾀﾞ		岩波書店	2017
9784-004316633	48824	20170615	習近平の中国 百年の夢と現実	岩波新書　新赤版 １６６３	林 望／著	312.2	ﾊﾔ		岩波書店	2017
9784-004316640	48825	20170615	鏡が語る古代史	岩波新書　新赤版 １６６４	岡村 秀典／著	222	ｵｶ		岩波書店	2017
9784-065020142	48826	20170615	自閉症の世界 多様性に満ちた内面の真実	ブルーバックス Ｂ－２０１４	スティーブ・シルバーマン／著 正高 信男／訳 入口 真夕子／訳	493.7	ｼ		講談社	2017
9784-065020159	48827	20170615	三つの石で地球がわかる 岩石がひもとくこの星のなりたち	ブルーバックス Ｂ－２０１５	藤岡 換太郎／著	458	ﾌｼﾞ		講談社	2017
9784-065020166	48828	20170615	お茶の科学 : 「色・香り・味」 を生み出す茶葉のひみつ	ブルーバックス Ｂ－２０１６	大森 正司／著	619.8	ｵｵ		講談社	2017
9784-065020173	48829	20170615	人はどのように鉄を作ってきたか ４０００年の歴史と製鉄の原理	ブルーバックス Ｂ－２０１７	永田 和宏／著	564	ﾅｶﾞ		講談社	2017
9784-093863162	48830	20170615	謎解きはディナーのあとで ２		東川 篤哉／著	913.6	ﾋｶﾞ	2	小学館	2011
9784-087710052	48831	20170615	みかづき = Crescent Moon		森絵都 著	913.6	ﾓﾘ		集英社	2016
9784-591153093	48832	20170615	ｉ		西 加奈子／著	913.6	ﾆｼ		ポプラ社	2016
9784-763135070	48833	20170615	コーヒーが冷めないうちに		川口 俊和／著	913.6	ｶﾜ		サンマーク出版	2015
9784-005008551	48834	20170630	読みたい心に火をつけろ！ 学校図書館大活用術	岩波ジュニア新書 ８５５	木下 通子／著	017.4	ｷﾉ		岩波書店	2017
9784-004316657	48835	20170630	矢内原忠雄 戦争と知識人の使命	岩波新書　新赤版 １６６５	赤江 達也／著	289.1	ﾔﾅ		岩波書店	2017
9784-004316664	48836	20170630	在日米軍 変貌する日米安保体制	岩波新書　新赤版 １６６６	梅林 宏道／著	392.5	ｳﾒ		岩波書店	2017
9784-004316671	48837	20170630	夏目漱石と西田幾多郎 共鳴する明治の精神	岩波新書　新赤版 １６６７	小林 敏明／著	121.6	ｺﾊﾞ		岩波書店	2017
9784-004316688	48838	20170630	親権と子ども	岩波新書　新赤版 １６６８	榊原 富士子／著 池田 清貴／著	324.6	ｻｶ		岩波書店	2017
9784-002709673	48839	20170630	脳を守ろう 脳梗塞・認知症を予防するために	岩波ブックレット Ｎｏ．９６７	岩田 誠／著	493.7	ｲﾜ		岩波書店	2017
9784-065020180	48840	20170630	カラー図解古生物たちのふしぎな世界 繁栄と絶滅の古生代３億年史	ブルーバックス Ｂ－２０１８	土屋 健／著 田中 源吾／協力	457	ﾂﾁ		講談社	2017
9784-065020197	48841	20170630	時空のからくり 時間と空間はなぜ「一体不可分」なのか	ブルーバックス Ｂ－２０１９	山田 克哉／著	421	ﾔﾏ		講談社	2017
9784-065020203	48842	20170630	「香り」の科学 匂いの正体からその効能まで	ブルーバックス Ｂ－２０２０	平山 令明／著	576.6	ﾋ		講談社	2017
9784-121505477	48843	20170630	男子御三家 なぜ一流が育つのか	中公新書ラクレ ５４７	おおた としまさ／著	376.4	ｵｵ		中央公論新社	2016
9784-478044865	48844	20170630	武蔵高等学校中学校	中学受験注目校の素顔－学校研究シリーズ－ ００３	おおた としまさ／著	376.4	ｵ		ダイヤモンド社（発売）	2013
9784-877972158	48845	20170630	奥飛騨に響く 種蔵の里		加藤 麻美／撮影 近藤 誠宏／監修	291.5	ｶ		岐阜新聞情報センター（発売）	2015
9784-005008568	48846	20170729	敗北を力に！ 甲子園の敗者たち	岩波ジュニア新書 ８５６	元永 知宏／著	783.7	ﾓﾄ		岩波書店	2017
9784-005008575	48847	20170729	世界に通じるマナーとコミュニケーション つながる心、英語は翼	岩波ジュニア新書 ８５７	横手 尚子／著 横山 カズ／著	385.9	ﾖｺ		岩波書店	2017
9784-004312543	48848	20170729	中国の近現代史をどう見るか	岩波新書　新赤版 １２５４ シリーズ中国近現代史 ６	西村 成雄／著	222	ｼﾘ	6	岩波書店	2017
9784-004316695	48849	20170729	ゲノム編集を問う 作物からヒトまで	岩波新書　新赤版 １６６９	石井 哲也／著	467.2	ｲｼ		岩波書店	2017
9784-004316701	48850	20170729	戦争をよむ : 70冊の小説案内	岩波新書　新赤版 １６７０	中川 成美／著	904	ﾅｶ		岩波書店	2017
9784-065020210	48851	20170729	海に沈んだ大陸の謎 最新科学が解き明かす激動の地球史	ブルーバックス Ｂ－２０２１	佐野 貴司／著	455.8	ｻﾉ		講談社	2017
9784-065020234	48852	20170729	曲がった空間の幾何学 現代の科学を支える非ユークリッド幾何とは	ブルーバックス Ｂ－２０２３	宮岡 礼子／著	414.8	ﾐﾔ		講談社	2017
9784-065020258	48853	20170729	アルツハイマー病は「脳の糖尿病」 ２つの「国民病」を結ぶ驚きのメカニズム	ブルーバックス Ｂ－２０２５	鬼頭 昭三／著 新郷 明子／著	493.7	ｷﾄ		講談社	2017
9784-002709680	48854	20170729	ルポどうなる?どうする?築地市場 : みんなの市場をつくる	岩波ブックレット ; No.968	永尾俊彦 著	675.5	ﾅｶﾞ		岩波書店	2017
9784-002709697	48855	20170729	3.11後の子どもと健康 : 保健室と地域に何ができるか	岩波ブックレット  No. 969	大谷 尚子／著 白石 草／著 吉田 由布子／著	374.9	ｵｵ		岩波書店	2017
9784-002709703	48856	20170828	自死は、向き合える 遺族を支える、社会で防ぐ	岩波ブックレット Ｎｏ．９７０	杉山 春／著	368.3	ｽｷﾞ		岩波書店	2017
9784-002709710	48857	20170828	経済的徴兵制をぶっ潰せ! : 戦争と学生	岩波ブックレット  No.971	雨宮処凛 [ほか] 著	392.1	ｱﾒ		岩波書店	2017
9784-005008582	48858	20170904	漱石先生の手紙が教えてくれたこと	岩波ジュニア新書 ８５８	小山 慶太／著	910.2	ｺﾔ		岩波書店	2017
9784-005008599	48859	20170904	マンボウのひみつ	岩波ジュニア新書 ８５９	沢井 悦郎／著	487.7	ｻﾜ		岩波書店	2017
9784-004316718	48860	20170828	町を住みこなす : 超高齢社会の居場所づくり	岩波新書 新赤版 ; 1671	大月敏雄 著	365.3	ｵｵ		岩波書店	2017
9784-004316725	48861	20170828	〈ひとり死〉時代のお葬式とお墓	岩波新書　新赤版 １６７２	小谷 みどり／著	385.6	ｺﾀ		岩波書店	2017
9784-004316749	48862	20170904	一茶の相続争い : 北国街道柏原宿訴訟始末	岩波新書  新赤版 1674	高橋敏著	911.3	ﾀｶ		岩波書店	2017
9784-004316756	48863	20170904	日本文化をよむ ５つのキーワード	岩波新書　新赤版 １６７５	藤田 正勝／著	121.4	ﾌｼﾞ		岩波書店	2017
9784-062579926	48864	20170828	カラー図解進化の教科書. 第3巻	ブルーバックス ; B-1992	カール・ジンマー ダグラス・J・エムレン 著、更科功 石川牧子 国友良樹 訳	467.5	ｼﾞﾝ	3	講談社	2017
9784-065020265	48865	20170828	睡眠の科学 なぜ眠るのかなぜ目覚めるのか 改訂新版	ブルーバックス Ｂ－２０２６	櫻井 武／著	491.3	ｻｸ		講談社	2017
9784-065020272	48866	20170828	重力波で見える宇宙のはじまり 「時空のゆがみ」から宇宙進化を探る	ブルーバックス Ｂ－２０２７	ピエール・ビネトリュイ／著 安東 正樹／監訳 岡田 好惠／訳	441.1	ﾋﾞﾈ		講談社	2017
9784-065020289	48867	20170828	元素１１８の新知識 引いて重宝、読んでおもしろい	ブルー・バックス Ｂ－２０２８	桜井 弘／編	431.1	ｻｸ		講談社	2017
9784-005008605	48868	20171002	自分のことがわかる本 ポジティブ・アプローチで描く未来	岩波ジュニア新書 ８６０	安部 博枝／著	159.7	ｱﾍﾞ		岩波書店	2017
9784-004316732	48869	20170926	中原中也 : 沈黙の音楽	岩波新書  新赤版 1673	佐々木幹郎著	911.5	ｻｻ		岩波書店	2017
9784-004316763	48870	20171002	日本の歴史を旅する	岩波新書　新赤版 １６７６	五味 文彦／著	210	ｺﾞﾐ		岩波書店	2017
9784-004316770	48871	20171002	イギリス現代史	岩波新書　新赤版 １６７７	長谷川 貴彦／著	233	ﾊｾ		岩波書店	2017
9784-004316787	48872	20171002	60歳からの外国語修行 : メキシコに学ぶ	岩波新書　新赤版 １６７８	青山 南／著	860.4	ｱｵ		岩波書店	2017
9784-004316794	48873	20171002	抗生物質と人間 マイクロバイオームの危機	岩波新書　新赤版 １６７９	山本 太郎／著	491.7	ﾔﾏ		岩波書店	2017
9784-065020296	48874	20170926	生命（いのち）を支えるＡＴＰエネルギー メカニズムから医療への応用まで	ブルーバックス Ｂ－２０２９	二井 将光／著	464.2	ﾌﾀ		講談社	2017
9784-065020319	48875	20170926	時間とはなんだろう 最新物理学で探る「時」の正体	ブルーバックス Ｂ－２０３１	松浦 壮／著	421.2	ﾏﾂ		講談社	2017
9784-065020326	48876	20170926	佐藤文隆先生の量子論 干渉実験・量子もつれ・解釈問題	ブルーバックス Ｂ－２０３２	佐藤 文隆／著	421.3	ｻﾄ		講談社	2017
9784-002709727	48877	20170926	メディアに操作される憲法改正国民投票	岩波ブックレット Ｎｏ．９７２	本間 竜／著	323.1	ﾎﾝ		岩波書店	2017
9784-002709734	48878	20170926	《自粛社会》をのりこえる : 「慰安婦」写真展中止事件と「表現の自由」	岩波ブックレット Ｎｏ．９７３	安 世鴻／編 李 春煕／編 岡本 有佳／編	316.1	ｱﾝ		岩波書店	2017
9784-408551487	48879	20171012	疾風ロンド	実業之日本社文庫 ひ１－２	東野 圭吾／著	913.6	ﾋｶﾞ		実業之日本社	2013
9784-002709741	48880	20171026	教育勅語の何が問題か	岩波ブックレット  974	教育史学会編	372.1	ｷｮ		岩波書店	2017
9784-002709758	48881	20171026	リニア新幹線が不可能な７つの理由	岩波ブックレット  No.975	樫田 秀樹／著	516.8	ｶｼ		岩波書店	2017
9784-005008612	48882	20171030	農学が世界を救う！ 食料・生命・環境をめぐる科学の挑戦	岩波ジュニア新書 ８６１	生源寺 真一／編著 太田 寛行／編著 安田 弘法／編著	610.1	ｼ		岩波書店	2017
9784-005008629	48883	20171030	私、日本に住んでいます	岩波ジュニア新書 ; 862	スベンドリニ・カクチ 著	361.5	ｶｸ		岩波書店	2017
9784-004316800	48884	20171030	日本の無戸籍者	岩波新書　新赤版 １６８０	井戸 まさえ／著	324.8	ｲﾄﾞ		岩波書店	2017
9784-004316817	48885	20171030	出羽三山 山岳信仰の歴史を歩く	岩波新書　新赤版 １６８１	岩鼻 通明／著	188.5	ｲﾜ		岩波書店	2017
9784-004316824	48886	20171030	アウグスティヌス 「心」の哲学者	岩波新書　新赤版 １６８２	出村 和彦／著	132.1	ﾃﾞﾑ		岩波書店	2017
9784-004316831	48887	20171030	生と死のことば 中国の名言を読む	岩波新書　新赤版 １６８３	川合 康三／著	159.8	ｶﾜ		岩波書店	2017
9784-065020241	48888	20171030	カラー図解新しい人体の教科書 下	ブルーバックス Ｂ－２０２４	山科 正平／著	491.3	ﾔﾏ		講談社	2017
9784-065020340	48889	20171026	ＤＮＡの９８％は謎 生命の鍵を握る「非コードＤＮＡ」とは何か	ブルーバックス Ｂ－２０３４	小林 武彦／著	464.2	ｺﾊﾞ		講談社	2017
9784-065020357	48890	20171120	現代暗号入門 : いかにして秘密は守られるのか	ブルーバックス ; B-2035	神永正博 著	007.3	ｶﾐ		講談社	2017
9784-065020364	48891	20171026	美しすぎる「数」の世界 「金子みすゞの詩」で語る数論	ブルーバックス Ｂ－２０３６	清水 健一／著	412	ｼﾐ		講談社	2017
9784-152095367	48892	20171110	忘れられた巨人		カズオ・イシグロ／著 土屋 政雄／訳	933.7	ｲｼ		早川書房	2015
9784-151200106	48893	20171110	遠い山なみの光	ハヤカワｅｐｉ文庫	カズオ・イシグロ／著 小野寺 健／訳	933.7	ｲｼ		早川書房	2001
9784-151200342	48894	20171110	わたしたちが孤児だったころ	ハヤカワｅｐｉ文庫 ３４	カズオ・イシグロ／著 入江 真佐子／訳	933.7	ｲｼ		早川書房	2006
9784-151200397	48895	20171110	浮世の画家	ハヤカワｅｐｉ文庫 ３９	カズオ・イシグロ／著 飛田 茂雄／訳	933.7	ｲｼ		早川書房	2006
9784-151200410	48896	20171110	充たされざる者	ハヤカワｅｐｉ文庫 ４１	カズオ・イシグロ／著 古賀林 幸／訳	933.7	ｲｼ		早川書房	2007
9784-151200632	48897	20171110	夜想曲集 音楽と夕暮れをめぐる五つの物語	ハヤカワｅｐｉ文庫 ６３	カズオ・イシグロ／著 土屋 政雄／訳	933.7	ｲｼ		早川書房	2011
9784-005008636	48898	20171202	短歌は最強アイテム 高校生活の悩みに効きます	岩波ジュニア新書 ８６３	千葉 聡／著	370	ﾁﾊﾞ		岩波書店	2017
9784-004316848	48899	20171202	日本問答	岩波新書　新赤版 １６８４	田中 優子／著 松岡 正剛／著	210	ﾀﾅ		岩波書店	2017
	4890	19660521	岩波西洋人名辞典	辞典	岩波書店編集部．編	280.3	ｲ		岩波書店	1956
9784-004316855	48900	20171202	メディア不信 何が問われているのか	岩波新書　新赤版 １６８５	林 香里／著	070.1	ﾊﾔ		岩波書店	2017
9784-004316862	48901	20171202	ルポ不法移民 : アメリカ国境を越えた男たち	岩波新書 新赤版 ; 1686	田中研之輔 著	334.4	ﾀﾅ		岩波書店	2017
9784-004316879	48902	20171202	会計学の誕生 複式簿記が変えた世界	岩波新書　新赤版 １６８７	渡邉 泉／著	336.9	ﾜﾀ		岩波書店	2017
9784-004316886	48903	20171202	東電原発裁判 福島原発事故の責任を問う	岩波新書　新赤版 １６８８	添田 孝史／著	543.5	ｿｴ		岩波書店	2017
9784-002709628	48904	20171130	沖縄の基地の間違ったうわさ : 検証 34個の疑問	岩波ブックレット  No. 962	佐藤学  屋良朝博編	395.3	ｻﾄ		岩波書店	2017
9784-065020388	48905	20171130	城の科学 個性豊かな天守の「超」技術	ブルーバックス Ｂ－２０３８	萩原 さちこ／著	521.8	ﾊｷﾞ		講談社	2017
9784-065020395	48906	20171130	世界の名作数理パズル１００ 推理力・直観力を鍛える	ブルーバックス Ｂ－２０３９	中村 義作／著	410.7	ﾅｶ		講談社	2017
9784-990952709	48907	20171222	樺太四〇年の歴史 四〇万人の故郷		原 暉之／編著 天野 尚樹／編著	229.2	ﾊ		全国樺太連盟	2017
9784-040661872	48908	20171222	シンガポール￥１０００でできること		山下 マヌー／著	292.3	ﾔ		ＫＡＤＯＫＡＷＡ	2013
9784-533098000	48909	20171222	シンガポール 〔２０１４〕	タビトモ アジア ０８		292.3	ｼﾞ		ＪＴＢパブリッシング	2014
9784-478045176	48910	20171222	地球の歩き方 Ｄ２０ ２０１４～１５ シンガポール		地球の歩き方編集室／編集	290.9	ﾁ		ダイヤモンド社（発売）	2014
9784-533095702	48911	20171222	るるぶシンガポール  １４～ １５	るるぶ情報版 Ａ１２ Ａｓｉａ		292.3	ｼﾞ		ＪＴＢパブリッシング	2014
9784-800222893	48912	20171222	可愛いシンガポール シンガポール ２０１４／２０１５	ｅ‐ＭＯＯＫ 宝島ＴＲＡＶＥＬ　ＧＵＩＤＥ		292.3	ﾀ		宝島社	2014
9784-005008643	48913	20180111	榎本武揚と明治維新 旧幕臣の描いた近代化	岩波ジュニア新書 ８６４	黒滝 秀久／著	289.1	ｴﾉ		岩波書店	2017
9784-004316893	48914	20180111	治安維持法と共謀罪	岩波新書　新赤版 １６８９	内田 博文／著	326.8	ｳﾁ		岩波書店	2017
9784-004316909	48915	20180111	原子力規制委員会 独立・中立という幻想	岩波新書　新赤版 １６９０	新藤 宗幸／著	539	ｼﾝ		岩波書店	2017
9784-004316916	48916	20180111	トマス・アクィナス 理性と神秘	岩波新書　新赤版 １６９１	山本 芳久／著	132.2	ﾔﾏ		岩波書店	2017
9784-004316923	48917	20180111	義経伝説と為朝伝説 日本史の北と南	岩波新書　新赤版 １６９２	原田 信男／著	388.1	ﾊﾗ		岩波書店	2017
9784-004316930	48918	20180111	語る歴史、聞く歴史 オーラル・ヒストリーの現場から	岩波新書　新赤版 １６９３	大門 正克／著	210.6	ｵｵ		岩波書店	2017
9784-004316947	48919	20180111	科学者と軍事研究	岩波新書　新赤版 １６９４	池内 了／著	404	ｲｹ		岩波書店	2017
9784-002709765	48920	20180111	スノーデンが語る「共謀罪」後の日本 大量監視社会に抗するために	岩波ブックレット Ｎｏ．９７６	スノーデン／述 軍司 泰史／著	326.8	ｽﾉ		岩波書店	2017
9784-065020371	48921	20180111	我々はなぜ我々だけなのか アジアから消えた多様な「人類」たち	ブルーバックス Ｂ－２０３７	川端 裕人／著 海部 陽介／監修	469.2	ｶﾜ		講談社	2017
9784-065020401	48922	20180111	ペンローズのねじれた四次元 時空はいかにして生まれたのか 増補新版	ブルーバックス Ｂ－２０４０	竹内 薫／著	421.2	ﾀｹ		講談社	2017
9784-065020418	48923	20180111	時計の科学 人と時間の５０００年の歴史	ブルーバックス Ｂ－２０４１	織田 一朗／著	535.2	ｵﾀﾞ		講談社	2017
9784-065020432	48924	20180111	理系のための微分・積分復習帳 高校の微積分からテイラー展開まで	ブルーバックス Ｂ－２０４３	竹内 淳／著	413.3	ﾀｹ		講談社	2017
9784-062178136	48925	20180123	人生を変える「数学」そして「音楽」 教科書には載っていない絶妙な関係		中島 さち子／著	410.4	ﾅ		講談社	2012
9784-163907246	48926	20180123	ユニクロ潜入一年		横田 増生／著	673.7	ﾖ		文芸春秋	2017
9784-005008650	48927	20180130	はじめての研究レポート作成術	岩波ジュニア新書 ８６５	沼崎 一郎／著	002.7	ﾇﾏ		岩波書店	2018
9784-004316954	48928	20180130	近代日本一五〇年 : 科学技術総力戦体制の破綻	岩波新書 新赤版 ; 1695	山本義隆 著	502.1	ﾔﾏ		岩波書店	2018
9784-004316961	48929	20180130	マルクス資本論の哲学	岩波新書 新赤版 ; 1696	熊野純彦 著	331.6	ｸﾏ		岩波書店	2018
9784-004316978	48930	20180130	内村鑑三 悲しみの使徒	岩波新書　新赤版 １６９７	若松 英輔／著	198.9	ﾜｶ		岩波書店	2018
9784-004316985	48931	20180130	イスラーム主義 もう一つの近代を構想する	岩波新書　新赤版 １６９８	末近 浩太／著	312.2	ｽｴ		岩波書店	2018
9784-004316992	48932	20180130	ガンディー 平和を紡ぐ人	岩波新書　新赤版 １６９９	竹中 千春／著	289.2	ｶﾞﾝ		岩波書店	2018
9784-004317005	48933	20180130	茶と琉球人	岩波新書　新赤版 １７００	武井 弘一／著	619.8	ﾀｹ		岩波書店	2018
9784-004317012	48934	20180130	棋士とＡＩ アルファ碁から始まった未来	岩波新書　新赤版 １７０１	王 銘【エン】／著	795	ｵｳ		岩波書店	2018
9784-004317029	48935	20180130	技術の街道をゆく	岩波新書　新赤版 １７０２	畑村 洋太郎／著	502.1	ﾊ		岩波書店	2018
9784-065020333	48936	20180130	ひらめきを生む「算数」思考術 問題解決力を高める厳選４３題	ブルーバックス Ｂ－２０３３	安藤久雄著	410.7	ｱﾝ		講談社	2018
9784-065020449	48937	20180130	日本の伝統　発酵の科学 微生物が生み出す「旨さ」の秘密	ブルーバックス Ｂ－２０４４	中島 春紫／著	588.5	ﾅｶ		講談社	2018
9784-065020456	48938	20180130	サイバー攻撃 ネット世界の裏側で起きていること	ブルーバックス Ｂ－２０４５	中島 明日香／著	007.6	ﾅｶ		講談社	2018
9784-065020463	48939	20180130	方程式のガロア群 深遠な解の仕組みを理解する	ブルーバックス Ｂ－２０４６	金重明著	411.7	ｷﾑ		講談社	2018
9784-002709772	48940	20180130	保育園は誰のもの : 子どもの権利から考える	岩波ブックレット Ｎｏ．９７７	普光院 亜紀／著	369.4	ﾌｺ		岩波書店	2018
9784-103515319	48941	20180205	百年泥		石井 遊佳／著	913.6	ｲｼ		新潮社	2018
9784-062207508	48942	20180205	銀河鉄道の父		門井 慶喜／著	913.6	ｶﾄﾞ		講談社	2017
9784-309030791	48943	20180205	かっかどるどるどぅ		若竹千佐子 著	913.6	ﾜｶ		河出書房新社	2023
9784-002709789	48944	20180413	核兵器を禁止する 条約が世界を変える 新版	岩波ブックレット Ｎｏ．９７８	川崎 哲／著	319.8	ｶ		岩波書店	2018
9784-005008667	48945	20180413	その情報、本当ですか？ ネット時代のニュースの読み解き方	岩波ジュニア新書 ８６６	塚田 祐之／著	070	ﾂｶ		岩波書店	2018
9784-005008674	48946	20180413	ロボットが家にやってきたら… 人間とＡＩの未来	岩波ジュニア新書 ８６７ 〈知の航海〉シリーズ	遠藤 薫／著	548.3	ｴﾝ		岩波書店	2018
9784-004317036	48947	20180413	官僚たちのアベノミクス 異形の経済政策はいかに作られたか	岩波新書　新赤版 １７０３	軽部 謙介／著	332.1	ｶﾙ		岩波書店	2018
9784-004317043	48948	20180413	地元経済を創りなおす : 分析・診断・対策	岩波新書　新赤版 １７０４	枝廣淳子著	601.1	ｴﾀﾞ		岩波書店	2018
9784-004317050	48949	20180413	ベルルスコーニの時代 崩れゆくイタリア政治	岩波新書　新赤版 １７０５	村上 信一郎／著	312.3	ﾑﾗ		岩波書店	2018
9784-004317067	48950	20180413	ナポレオン 最後の専制君主、最初の近代政治家	岩波新書　新赤版 １７０６	杉本 淑彦／著	289.3	ﾅﾎﾟ		岩波書店	2018
9784-004317074	48951	20180413	経済数学入門の入門	岩波新書　新赤版 １７０７	田中 久稔／著	331.1	ﾀﾅ		岩波書店	2018
9784-004317081	48952	20180413	津波災害 減災社会を築く 増補版	岩波新書　新赤版 １７０８	河田 惠昭／著	369.3	ｶﾜ		岩波書店	2018
9784-065020470	48953	20180413	最新ウイスキーの科学 熟成の香味を生む驚きのプロセス	ブルーバックス Ｂ－２０４７	古賀 邦正／著	588.5	ｺｶﾞ		講談社	2018
9784-065020487	48954	20180413	Ｅ＝ｍｃ〔２〕のからくり エネルギーと質量はなぜ「等しい」のか	ブルーバックス Ｂ－２０４８	山田 克哉／著	421.2	ﾔﾏ		講談社	2018
9784-065020494	48955	20180413	統計ソフト「Ｒ」超入門 実例で学ぶ初めてのデータ解析	ブルーバックス Ｂ－２０４９	逸見 功／著	417	ﾍﾝ		講談社	2018
9784-120049996	48956	20180328	盤上の向日葵		柚月裕子 著	913.6	ﾕｽﾞ		中央公論新社	2017
9784-488025557	48957	20180328	屍人荘の殺人		今村 昌弘／著	913.6	ｲﾏ		東京創元社	2017
9784-344031944	48958	20180328	たゆたえども沈まず		原田 マハ／著	913.6	ﾊﾗ		幻冬舎	2017
9784-002709796	48959	20180416	「北朝鮮の脅威」のカラクリ : 変質する日本の安保政策	岩波ブックレット  No.979	半田滋著	392.1	ﾊﾝ		岩波書店	2018
