isbn	rgtn	ymd	title	ser	auth	cls1	cls2	cls3	pub	pubyr
9784-095157016	33157	19990419	朝鮮語辞典	辞典	小学館／韓国・金星出版社	829.13	ｼ		小学館	1998
9784-789009478	33173	19990426	海外旅行の英会話　／快適マニュアル		石橋　眞知子	837.8	ｲ		ジャパンタイムズ	1998
9784-794912657	33185	19990507	幻獣辞典		ホルヘ・ルイス・ボルヘス／マルガリータ・ゲレロ／柳瀬　尚紀．訳	147.6	ﾎﾞ		晶文社	1998
9784-562028634	33190	19990507	世界犯罪百科全書		オリヴァー・サイリャックス／柳下　毅一郎．訳	326.3	ｻ		原書房	1993
9784-140086957	33203	19990511	驚異の小宇宙　／人体　Ｑ＆Ａ	ＮＨＫサイエンススペシャル	日本放送出版協会／ＮＨＫ取材班．編／多田　富雄．監修	491.1	ｴ		日本放送出版協会	1990
9784-831508102	33301	19990607	動物看護士・トリマーになるには	なるにはＢｏｏｋｓ　９０	井上　こみち	366.2	ﾅﾙ	90	ぺりかん社	1998
9784-831508546	33302	19990607	フードコーディネーターになるには	なるにはＢｏｏｋｓ　９３	藤原　勝子	366.2	ﾅﾙ	93	ぺりかん社	1998
9784-831506757	33303	19990607	イベントプロデューサーになるには	なるにはＢｏｏｋｓ　７８	とりはた　ともこ	366.2	ﾅﾙ	78	ぺりかん社	1998
9784-831506955	33304	19990607	料理人になるには	なるにはBooks  14	大阪あべの辻調理師専門学校．編	366.2	ﾅﾙ	14	ぺりかん社	1996
9784-783728474	33371	19990625	悲しみのゴンドラ		Ｔ・トランストロンメル／エイコ・デューク．訳	949.81	ﾄ		思潮社	1999
	33480	19990717	天声人語 ９９春　［英文対照］	第１１６集	朝日新聞論説委員室／朝日ｲﾌﾞﾆﾝｸﾞﾆｭｰｽ．訳	837.5	ｱｻ	116	原書房	1999
9784-479750406	33486	19990719	きれいなお城の残酷な話　／ベスト版		桐生　操	913.6	ｷ		大和書房	1999
	33743	19991105	カラフル		森　絵都	913.6	ﾓﾘ		理論社	1999
9784-163554808	33744	19991105	ほっこりぽくぽく上方さんぽ		田辺聖子 著	914.6	ﾀﾅ		文藝春秋	1999
	33748	19991105	ことわざ便利辞典　／キーワードからすぐ引ける		丹野　顕	388.8	ﾀ		日本実業出版社	1999
9784-022574145	33769	19961116	どうするあなたなら　家族		朝日新聞社会部	367.3	ｱｻ		朝日新聞社	1999
	33875	19991215	週刊　聖書　総集編		なあぷる	193	ｼ		なあぷる	1999
9784-048731638	33886	19991220	巷説百物語		京極夏彦 著	913.6	ｷﾖ		角川書店	1999
9784-831508768	33896	19991222	ソムリエ・バーテンダーになるには	なるにはＢｏｏｋｓ　９５	大阪あべの辻調理師専門学校．編	366.2	ﾅﾙ	95	ぺりかん社	1999
9784-473020253	33951	20000125	韓国骨董入門　／「李朝」をたずねる	淡交ムック	上野　善弘／村山　武．監修／淡交社	709.21	ﾀ		中央公論社	1997
9784-794964229	34015	20000218	韓国のおばちゃんはえらい!		渡邉真弓 著	914.6	ﾜﾀ		晶文社	1999
9784-939076206	34018	20000222	英語で意見・考えを言える表現２４００		星加　和美／石津　ジュディス	836	ﾎ		ベレ出版	1999
9784-434000232	34019	20000222	ひよこの脳みそ　／言葉の辞典		古嶋　美加	810.4	ﾌ		朱鳥社	1999
	34047	20000803	日本の歴史　【５】　戦国の世	岩波ｼﾞｭﾆｱ新書３３５	今谷　明	210.08	ｲ	5	岩波書店	2000
9784-569604831	34049	20000303	操作されるイノチ・複製されるワタシ　／ＳＦみたい！な生命科学の話		高木　美也子	467	ﾀﾐ		ＰＨＰ研究所	1999
9784-022574718	34054	20000306	金大中平和統一論		金　大中アジア太平洋平和財団．著／波佐場　清．訳	221.07	ｷ		朝日新聞社	2000
9784-163188201	34057	20000306	長崎ぶらぶら節		なかにし　礼	913.6	ﾅｶ		文藝春秋	2000
9784-087744149	34063	20000313	どすこい(仮)		京極夏彦 著	913.6	ｷﾖ		集英社	2000
9784-104343010	34065	20000313	ＬＯＶＥ論　／あなたのいいトコ探します		つんく	767.84	ﾂ		新潮社	2000
9784-140804902	34080	20000315	私のギリシャ神話		阿刀田　高	164.31	ｱ		日本放送出版協会	2000
9784-533019937	34082	20000315	英会話　自遊自在　／日本を話す	ひとり歩きの会話集１４	ＪＴＢ出版事業局／るるぶ社	837.8	ｼﾞ		ＪＴＢ	1998
9784-087744446	34088	20000317	働く女		群ようこ 著	913.6	ﾑﾚ		集英社	1999
	34113	20000410	アジアのこころ	絵本	葉　祥明．文・絵	726.5	ﾖ		自由国民社	1999
9784-039672209	34120	20000411	お話のすむ家	本の森２	ミンダルト・ヴィンストラ．作／バッブス・ヴィンストラ．絵／小林　たん子．訳	949.3	ｳﾞ		偕成社	1996
9784-652071656	34124	20000411	犬のウィリーとその他おおぜい		ペネロピ・ライヴリー 作、神宮輝夫 訳	933.7	ﾗｲ		理論社	1998
 	34144	20000412	文学私記		竹西寛子 著	910.4	ﾀｹ		青土社	2000
9784-560070536	34145	20000412	ブロディーの報告書	白水Uブックス ; 53	ホルヘ・ルイス・ボルヘス [著]、鼓直 訳	963	ﾎﾞﾙ		白水社	1984
9784-062572859	34151	20020412	意識は科学で解き明かせるか : 脳・意志・心に挑む物理学	ブルーバックス	天外伺朗 茂木健一郎 著	491.3	ﾃﾝ		講談社	2000
9784-047913400	34164	20000417	マンハッタンの怪人		フレデリック・フォーサイス 著、篠原慎 訳	933.7	ﾌｫ		角川書店	2000
	34166	20000417	犬さんちの　猫あそび百珍		犬童　光範	914.6	ｲ		第三文明社	2000
9784-870313941	34170	20000421	ティッピング・ポイント : いかにして「小さな変化」が「大きな変化」を生み出すか		マルコム・グラッドウェル 著、高橋啓 訳	936	ｸﾞﾗ		飛鳥新社	2000
9784-582763225	34175	20000428	捜神記	平凡社ライブラリー	干　宝／竹田　晃．訳	923.4	ｶﾝ		平凡社	2000
9784-846000790	34179	19940603	中国「戯れ歌」ウォッチング		南雲　智	222.077	ﾅｻ		ごま書房	1994
9784-806204008	34195	20000512	器物語　--知っておきたい食器の話--		ノリタケ食文化研究会．編	596.9	ﾉ		中日新聞社	2000
9784-062091541	34211	20000516	五体不満足		乙武　洋匡	913.6	ｵ		講談社	2000
9784-591993224	34213	20000516	調べ学習　ガイドブック　／なにをどこで調べるか	図鑑	神林　照道．監修／尾崎　茂／阿部　純子／	002	ｶﾃ		ポプラ社	2000
9784-591059562	34216	20000516	お金の大切さがわかる本　３／ものの値段はどうやって決まるの？　／流通のしくみ	お金の大切さがわかる本　３	永井　進．編	675	ﾅｽ		ポプラ社	1999
9784-422211497	34242	20000506	「星の王子さま」の誕生 : サン=テグジュペリとその生涯	「知の再発見」双書 ; 89	ナタリー・デ・ヴァリエール 著、山崎庸一郎 監修、南條郁子 訳	950.2	ﾃﾞｳﾞ		創元社	2000
9784-039672506	34246	20000526	オオカミウルフは名コック	本の森 ; 5	ジェニー・ニモ 作、デイヴィド・W.ミルウォード 絵、安藤紀子 訳	933.7	ﾆﾓ		偕成社	1998
9784-039672308	34247	20000526	すいがらとバラと	本の森 ; 3	ヴィヴェッカ・レルン 作、イェシカ・パルムグレン 絵、菱木晃子 訳	949.8	ﾚﾙ		偕成社	1997
9784-039672605	34250	20000526	ゴールデンハート	本の森 ; 6	ウルフ・スタルク 作、マリアンネ・エンクヴィスト 絵、オスターグレン晴子 訳	949.8	ｽﾀ		偕成社	1999
9784-872080674	34260	20000529	この子達を救いたい		濱井　千恵	489.56	ﾊﾁ		エフエー出版	2000
9784-488016289	34269	20000530	ジョン・ランプリエールの辞書	海外文学セレクション	ローレンス・ノーフォーク 著、青木純子 訳	933.7	ﾉｰ		東京創元社	2000
	34293	20000606	配色イメージブック		小林　重順／日本カラーデザイン研究所	757.3	ｲ		講談社	1999
9784-062720106	34294	20000606	電子レンジ（新）レシピ２００春夏秋冬	講談社α新書	伊藤　玲子	596	ｲﾄ		講談社	2000
9784-877283391	34295	20000606	喜びは悲しみのあとに		上原隆 著	913.6	ｳｴ		幻冬舎	1999
9784-805819005	34330	20000616	プレゼント		おとたけひろただ ぶん、さわだとしき え	913.6	オト		中央法規出版	2000
9784-105389017	34334	20000616	黄金の羅針盤	ライラの冒険シリーズ ; 1	フィリップ・プルマン 著、大久保寛 訳	933.7	ﾌﾟﾙ		新潮社	1999
	34337	20000616	グッドモーニング路上動物　--アジア旅游写真館--		日比野　宏	748	ﾋ		凱風社	2000
	34345	20000616	リアル・ラヴ　--ショーンのために描いた絵--	画集	ジョン・レノン．絵／オノ・ヨーコ．序文	726.5	ﾚ		徳間書店	2000
9784-582760194	34348	20000626	列仙伝／神仙伝	平凡社ライブラリー	劉　向／葛　洪／沢田　瑞穂．訳	125	ﾘｭ		平凡社	1999
9784-105389024	34352	20000626	神秘の短剣	ライラの冒険シリーズ ; 2	フィリップ・プルマン 著、大久保寛 訳	933.7	ﾌﾟﾙ		新潮社	2000
9784-105900182	34353	20000626	朗読者	Crest books	ベルンハルト・シュリンク 著、松永美穂 訳	943.7	ｼｭ		新潮社	2000
9784-062100083	34355	20000626	聖の青春		大崎　善生	796.04	ｵ		講談社	2000
	34357	20000626	フジ子・ヘミング　--魂のピアニスト--		フジ子・ヘミング	762.8	ﾍ		求龍堂	2000
9784-327451288	34362	20000626	イラストでわかる　英文法図鑑		宮崎　尊	835	ﾐ		研究社	1999
9784-106005787	34369	20000628	生物学の旅　／始まりは昆虫採集！	新潮選書	岡田　節人	460.4	ｵﾄ		新潮社	2000
9784-338133043	34370	20000628	風、つめたい風	ショート・ストーリーズ	レズリー・ノリス 著、きたむらさとし 訳・絵	933.7	ｽﾄ		小峰書店	1999
9784-560046746	34374	20000628	片目のオオカミ		ダニエル・ペナック [著]、末松氷海子 訳	953.7	ﾍﾞﾅ		白水社	1999
9784-198611224	34375	20000628	イスカンダルと伝説の庭園		ジョアン・マヌエル・ジズベルト 作、宇野和美 訳	963	ｼﾞｽﾞ		徳間書店	1999
9784-062098205	34386	20000628	エディスの真実 : ナチ占領下を生きぬいた少女		エディス・フェルマンス 著、樋口真理 訳	936	ﾌｪ		講談社	1999
9784-072265147	34401	20000704	話を聞かない男、地図が読めない女 : 男脳・女脳が「謎」を解く		アラン・ピーズ バーバラ・ピーズ 著、藤井留美 訳	936	ﾋﾟｰ		主婦の友社、角川書店	2000
9784-635171526	34417	20000712	自然のしごとがわかる本		永田　さち子／沼澤　将夫	366	ﾅｻ		山と渓谷社	2000
9784-062572934	34434	20000717	宇宙300の大疑問 : 何から何まで、だれもが知りたい宇宙の謎	ブルーバックス	ステン・F.オデンワルド 著、塩原通緒 訳、加藤賢一 監修	440.4	ｵﾃﾞ		講談社	2000
9784-121015402	34438	20000717	快適都市空間をつくる	中公新書１５４０	青木　仁	518.8	ｱｵ		中央公論社	2000
9784-750313092	34449	20000822	「三国人」発言と在日外国人　／石原都知事発言が意味するもの	明石ブックレット　１０	内海　愛子／岡本　雅享／他．共著	316.1	ｳｱ		明石書店	2000
9784-087744576	34452	20000822	薔薇の木枇杷の木檸檬の木		江國香織 著	913.6	ｴｸ		集英社	2000
9784-163817200	34460	20000822	陰陽師. 酔月ノ巻		夢枕獏 著	913.6	ﾕﾒ		文藝春秋	2012
9784-004306825	34467	19891026	オーストラリア　--多文化社会の選択--	岩波新書Ｒ６８２	杉本　良夫	302.7	ｽｷﾞ		岩波書店	2000
9784-163194004	34486	20000904	クレイジー		ベンヤミン・レーベルト 著、平野卿子 訳	943.7	ﾚｰ		文藝春秋	2000
	34494	20000904	クジラの海	絵本	葉　祥明．絵・文	726.5	ﾖ		佼成出版社	2000
	34498	20000908	奥入瀬渓流の四季　--新里源治写真集--	写真集	新里　源治	748	ﾆ		フォト民俗社	2000
	34501	20000908	進化した、木の家。　--２１世紀の住まいのカタチ--	写真・文集	海象社	527	ｼ		海象社	
	34502	20020101	メディア・リテラシー　／世界の現場から	岩波新書６８０	菅谷　明子	361	ｽ		岩波書店	2000
9784-062573009	34510	20000913	世界の論争・ビッグバンはあったか : 決定的な証拠は見当たらない	ブルーバックス	近藤陽次 著	443.9	ｺﾝ		講談社	2000
9784-915512391	34525	20000928	ハリー・ポッターと秘密の部屋		J.K.ローリング 作、松岡佑子 訳	933.7	ﾛｰ		静山社	2000
9784-163173603	34531	20001002	陰陽師　--付喪神ノ巻--		夢枕　貘	913.6	ﾕ		文藝春秋	2000
9784-163193809	34556	20001006	希望の国のエクソダス		村上龍 著	913.6	ﾑﾗ		文藝春秋	2000
9784-152082947	34564	20001010	機械じかけの猫. 上		トリイ・ヘイデン 著、入江真佐子 訳	933.7	ﾍｲ		早川書房	2000
9784-152082954	34565	20001010	機械じかけの猫. 下		トリイ・ヘイデン 著、入江真佐子 訳	933.7	ﾍｲ		早川書房	2000
9784-924684812	34572	20020401	ふくろうめがね		くどうなおこ 詩、あべ弘士 絵	911.5	ｸﾄﾞ		童話屋	1994
	34585	20001010	わたしを束ねないで	童話屋の詩文庫	新川　和江	911.56	ﾄﾞ	19	童話屋	2000
9784-334961008	34595	20001017	わるガキ日記 : ボクはあぶない0歳児		サイモン・ブレット 著、鈴木光司 訳	933.7	ﾌﾞﾚ		光文社	2000
9784-315515794	34605	19940704	レッドデータの行方　／消えゆく生物を守れるか		ビバリー・ピータースン・スターンズ／スティーブン・Ｃ・スターンズ．共著／大西　央士．他訳	480.79	ﾋﾟ		ニュートンプレス	2000
9784-105900038	34615	20001027	アンジェラの灰	Crest books	フランク・マコート 著、土屋政雄 訳	993	ﾏｺ		新潮社	1998
9784-309203416	34619	20001027	嘘をついた男		エマニュエル・カレール 著、田中千春 訳	953.7	ｶﾚ		河出書房新社	2000
9784-878933622	34620	20001027	孤独な殺人者	モスクワ市警殺人課分析官アナスタシヤ ; 2	アレクサンドラ・マリーニナ 著、吉岡ゆき 訳	983	ﾏﾘ		作品社	2000
9784-794210050	34635	20001106	銃・病原菌・鉄　〈上〉　／１万３０００年にわたる人類史の謎		ジャレド・ダイアモンド／倉骨　彰．訳	204	ﾀﾞｲ	上	草思社	2000
9784-794210067	34636	20001106	銃・病原菌・鉄　〈下〉　／１万３０００年にわたる人類史の謎		ジャレド・ダイアモンド／倉骨　彰．訳	204	ﾀﾞｲ	下	草思社	2000
	34639	20001106	森は生きている　--世界の名作１２--	絵本	マルシャーク．作／宮川　やすえ．文／宝永　たかこ．絵	982	ﾏ		小学館	1998
9784-794205704	34645	20000110	魂の殺害者　／教育における愛という名の迫害／		モートン・シャッツマン／岸田　秀．訳	493.7	ｼｬ		草思社	1999
9784-883980239	34655	20000101	水は語る		江本　勝	435.44	ｴﾏ		成星出版	2000
9784-062088527	34658	20001113	獅子王アレクサンドロス		阿刀田高 著	913.6	ｱﾄ		講談社	1997
9784-390604345	34674	20001120	ドキュメント崩壊からの出発 : 阪神大震災5年・「生活再建」への挑戦		渡辺実 小田桐誠 共著	916	ﾜﾀ		社会思想社	2000
