ISBN	登録番号	受入日	書名	書名かな	副書名	副書名かな	叢書名等	叢書名等かな	著者名	著者名かな	媒体種別	分類記号	図書記号	巻冊記号	出版社	版年	頁数	判型	本体価格	TRCMARCNO	内容紹介	件名	財源	受入先	価格	保管場所	別置記号	備考	付記事項	注記	除籍フラグ	除籍年月日	除籍番号	除籍理由	不明図書フラグ	不明日	不明理由	未点検回数	帯出禁止フラグ	バーコード印刷済フラグ	背ラベル印刷済フラグ	任意項目
	35178	2001/6/30	おもしろ　日本音楽史	ｵﾓｼﾛﾆﾎﾝｵﾝｶﾞｸｼ					釣谷　真弓	ﾂﾘﾀﾆﾏﾕﾐ		768.02	ﾂ		東京堂	2001	237	20	2000						2000	一般書架			２００１．０６．３０		FALSE				FALSE				FALSE	TRUE	TRUE	
	35179	2001/6/30	名画でみる聖書の世界〈新約編〉	ﾒｲｶﾞﾃﾞﾐﾙｾｲｼｮﾉｾｶｲ｢ｼﾝﾔｸﾍﾝ｣			講談社ソフィアブックス	ｺｳﾀﾞﾝｼｬｿﾌｨｱﾌﾞｯｸｽ	西岡　文彦	ﾆｼｵｶﾌﾐﾋｺ		723.3	ﾆ		講談社	2000	284	20	1600						1600	一般書架			２００１．０６．３０		FALSE				FALSE				FALSE	TRUE	TRUE	
	35180	2001/6/30	妖精の輪の中で　--見えないものを信じながら--	ﾖｳｾｲﾖｳｾｲﾉﾜﾉﾅｶﾃﾞ--ﾐｴﾅｲﾓﾉｦｼﾝｼﾞﾅｶﾞﾗ--			ちくまプリマーブックス１３９	ﾁｸﾏﾌﾟﾘﾏｰﾌﾞｯｸｽ139	井村　君江	ｲﾑﾗｷﾐｴ		289.1	ｲ		筑摩書房	2000	200	19	1200						1200	一般書架			２００１．０６．３０		FALSE				FALSE				FALSE	TRUE	TRUE	
	35181	2001/6/30	日本民家の造形　／ふるさと・すまい・美の継承	ﾆﾎﾝﾐﾝｶﾉｿﾞｳｹｲ/ﾌﾙｻﾄｽﾏｲﾋﾞﾉｹｲｼｮｳ					川村　善之	ｶﾜﾑﾗﾖｼﾕｷ		521.86	ｶ		淡交社	2001	323	22	3400						3400	一般書架			２００１．０６．３０		FALSE				FALSE				FALSE	TRUE	TRUE	
	35182	2001/6/30	化学の世界	ｶｶﾞｸﾉｾｶｲ					上田　豊甫	ｳｴﾀﾞﾄﾖﾄｼ		430	ｳ		共立出版	2001	182	21	2300						2300	一般書架			２００１．０６．３０		FALSE				FALSE				FALSE	TRUE	TRUE	
	35183	2001/6/30	日々の経済ニュースがすぐわかる本	ﾋﾋﾞﾉｹｲｻﾞｲﾆｭｰｽｶﾞｽｸﾞﾜｶﾙﾎﾝ			講談社ソフィアBOOKS	ｺｳﾀﾞﾝｼｬｿﾌｨｱ	池上　彰	ｲｹｶﾞﾐｱｷﾗ		332.1	ｲ		講談社	2000	237	20	1300						1300	一般書架			２００１．０６．３０		FALSE				FALSE				FALSE	TRUE	TRUE	
	35184	2001/6/30	続　日常の物理事典	ｿﾞｸﾆﾁｼﾞｮｳﾉﾌﾞﾂﾘｼﾞﾃﾝ					近角　聡信	ﾁｶｽﾞﾐｿｳｼﾝ		420.4	ﾁ		東京堂	2001	311	22	2800						2800	一般書架			２００１．０６．３０		FALSE				FALSE				FALSE	TRUE	TRUE	
	35185	2001/6/30	図説　ルネサンスに生きた女性たち	ｽﾞｾﾂﾙﾈｻﾝｽﾆｲｷﾀｼﾞｮｾｲﾀﾁ			図鑑		佐藤　幸三	ｻﾄｳｺｳｿﾞｳ		283.7	ｻ		河出書房新社	2000	127	22	1800						1800	一般書架			２００１．０６．３０		FALSE				FALSE				FALSE	TRUE	TRUE	
	35186	2001/6/30	原子力とと゛うつきあうか　／ＪＣＯ臨界事故体験	ｹﾞﾝｼﾘｮｸﾄﾄﾞｳﾂｷｱｳｶ/JCOﾘﾝｶｲｼﾞｺﾀｲｹﾝ			ちくまﾌﾟﾘﾏｰﾌﾞｯｸｽ１４０	ﾁｸﾏﾌﾟﾘﾏｰﾌﾞｯｸｽ140	住田　健二	ｽﾐﾀｹﾝｼﾞ		539.9	ｽ		筑摩書房	2000	200	19	1200						1200	一般書架			２００１．０６．３０		FALSE				FALSE				FALSE	TRUE	TRUE	
	35187	2001/6/30	燃料電池とは何か　／水素エネルギーが拓く新世紀	ﾈﾝﾘｮｳﾃﾞﾝﾁﾄﾊﾅﾆｶ/ｽｲｿｴﾈﾙｷﾞｰｶﾞﾋﾗｸｼﾝｾｲｷ			ＮＨＫブックス９０５	905				572.1	ｼ		日本放送出版協会	2001	210	19	970						970	一般書架			２００１．０６．３０		FALSE				FALSE				FALSE	TRUE	TRUE	
	35188	2001/6/30	あなたはもっと怒っていい！	ｱﾅﾀﾊﾓｯﾄｵｺｯﾃｲｲ!					イヴァン・コトロネーオ．作／泉　典子．訳	ｲｳﾞｧﾝ･ｺﾄﾛﾈｰｵ.ｻｸ/ｲｽﾞﾐﾉﾘｺ.ﾔｸ		141.6	ｺ		草思社	2000	167	16	1000						1000	一般書架			２００１．０６．３０		FALSE				FALSE				FALSE	TRUE	TRUE	
	35189	2001/6/30	知っていますか 暮らしの有害物質　／いのちを守安全学	ｼｯﾃｲﾏｽｶｸﾗｼﾉﾕｳｶﾞｲﾌﾞｯｼﾂ/ｲﾉﾁｦﾏﾓﾙｱﾝｾﾞﾝｶﾞｸ					及川　紀久雄	ｵｲｶﾜｷｸｵ		519	ｵ		日本放送出版協会	2000	251	19	1400						1400	一般書架			２００１．０６．３０		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-072300886	35190	2001/6/30	塩狩峠 ; 道ありき	ｼｵｶﾘﾄｳｹﾞﾐﾁ ｱﾘｷ			三浦綾子小説選集 ; 3	ﾐｳﾗ ｱﾔｺ ｼｮｳｾﾂ ｾﾝｼｭｳ	三浦綾子 著、三浦綾子 著	ﾐｳﾗ ｱﾔｺ 1922-1999､ﾐｳﾗ ﾐﾂﾖ 1924-2014		913.6	ﾐｳ		主婦の友社、角川書店	2001	431p	19cm	1800		塩狩峠、道ありき、太陽は再び没せず				1800	一般書架					FALSE				FALSE				FALSE	FALSE	TRUE	
	35191	2001/6/30	天体観測図鑑　ヴィジュアル版	ﾃﾝﾀｲｶﾝｿｸｽﾞｶﾝｳﾞｨｼﾞｭｱﾙﾊﾞﾝ					藤井　旭	ﾌｼﾞｲｱｷﾗ		442.038	ﾌ		河出書房新社	2000	174	21	1600						1600	一般書架			２００１．０６．３０		FALSE				FALSE				FALSE	TRUE	TRUE	
	35192	2001/6/30	黙殺(上)　ポツダム宣言の真実と日本の運命	ﾓｸｻﾂ(ｼﾞｮｳ)ﾎﾟﾂﾀﾞﾑｾﾝｹﾞﾝﾉｼﾝｼﾞﾂﾄﾆﾎﾝﾉｳﾝﾒｲ			ＮＨＫブックス８９１		仲　晃	ﾅｶｱｷﾗ		210.75	ﾅ	上	日本放送出版協会	2000	324	19	1200						1200	一般書架			２００１．０６．３０		FALSE				FALSE				FALSE	TRUE	TRUE	
	35194	2001/6/30	黙殺(下)　ポツダム宣言の真実と日本の運命	ﾓｸｻﾂ(ｹﾞ)ﾎﾟﾂﾀﾞﾑｾﾝｹﾞﾝﾉｼﾝｼﾞﾂﾄﾆﾎﾝﾉｳﾝﾒｲｼﾀ			ＮＨＫブックス８９２		仲　晃	ﾅｶｱｷﾗ		210.75	ﾅ	下	日本放送出版協会	2000	336	19	1200						1200	一般書架			２００１．０６．３０		FALSE				FALSE				FALSE	TRUE	TRUE	
	35195	2001/6/30	進化の大爆発　／動物のルーツを探る	ｼﾝｶﾉﾀﾞｲﾊﾞｸﾊﾂ/ﾄﾞｳﾌﾞﾂﾉﾙｰﾂｦｻｸﾞﾙ					大森　昌衛	ｵｵﾓﾘﾏｻｴ		457.8	ｵ		新日本出版社	2000	179	19	1600						1600	一般書架			２００１．０６．３０		FALSE				FALSE				FALSE	TRUE	TRUE	
	35196	2001/6/30	文明の主役　／エネルギーと人間の物語	ﾌﾞﾝﾒｲﾉｼｭﾔｸ/ｴﾈﾙｷﾞｰﾄﾆﾝｹﾞﾝﾉﾓﾉｶﾞﾀﾘ					森本　哲郎	ﾓﾘﾓﾄﾃﾂﾛｳ		501.6	ﾓ		新潮社	2000	180	19	1500						1500	一般書架			２００１．０６．３０		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-593533770	35197	2001/6/30	ケルトの白馬	ｹﾙﾄ ﾉ ﾊｸﾊﾞ					ローズマリー・サトクリフ 作、灰島かり 訳	ﾛｰｽﾞﾏﾘｰ･ｻﾄｸﾘﾌ/ﾊｲｼﾞﾏ ｶﾘ 1950-2016		933.7	ｻﾄ		ほるぷ出版	2000	203p	19cm	1400		イギリスのバークシャー丘陵地帯のアフィントンにある古代の遺跡は岩に力強く美しい白馬が描かれたもので、これがつくられた経緯を初期鉄器時代にそこに住んでいたイケニ族をモデルに描いた物語。(日本図書館協会)、イギリス、バークシャーの丘陵地帯にある、巨大な白馬の地上絵。古代ケルト人によって描かれたその白馬の謎をめぐる、雄大な物語。(日本児童図書出版協会)				1400	一般書架				原ﾀｲﾄﾙ: Sun horse moon horse	FALSE				FALSE				FALSE	FALSE	TRUE	
	35198	2001/6/30	語源辞典　形容詞編	ｺﾞｹﾞﾝｼﾞﾃﾝｹｲﾖｳｼﾍﾝ			辞典	ｼﾞﾃﾝ	吉田　金彦．編	ﾖｼﾀﾞｶﾈﾋｺ.ﾍﾝ		812	ﾖ		東京堂出版	2000	386	20	2800						2800	一般書架			２００１．０６．３０		FALSE				FALSE				FALSE	TRUE	TRUE	
	35199	2001/6/30	生活を変えた食べ物たち	ｾｲｶﾂｦｶｴﾀﾀﾍﾞﾓﾉﾀﾁ					Ｃ・Ｆ・ジョーンズ．文／ジョン・オブライエン．絵　左京　久代．訳	CF･･ｼﾞｮｰﾝｽﾞ.ﾌﾞﾝ/ｼﾞｮﾝ･ｵﾌﾞﾗｲｴﾝ.ｴｻｷｮｳﾋｻﾖ.ﾔｸ		383.8	ｼﾞ		晶文社	2000	92	22	1900						1900	一般書架			２００１．０６．３０		FALSE				FALSE				FALSE	TRUE	TRUE	
	35201	2001/6/30	ビートルズ　／二〇世紀文化としてのロック	ﾋﾞｰﾄﾙｽﾞ/20ｾｲｷﾌﾞﾝｶﾄｼﾃﾉﾛｯｸ			講談社選書メチエ　２０１	ｺｳﾀﾞﾝｼｬｾﾝｼｮﾒﾁｴ201	和久井　光司	ﾜｸｲｺｳｼﾞ		764.7	ﾜ		講談社	2000	286	19	1800						1800	一般書架			２００１．０６．３０		FALSE				FALSE				FALSE	TRUE	TRUE	
	35202	2001/6/30	沖縄は歌の島　／ウチナー音楽の５００年	ｵｷﾅﾜﾊｳﾀﾉｼﾏ/ｳﾁﾅｰｵﾝｶﾞｸﾉ500ﾈﾝ					藤田　正	ﾌｼﾞﾀﾀﾀﾞｼ		767.51	ﾌ		晶文社	2000	269	20	2400						2400	一般書架			２００１．０６．３０		FALSE				FALSE				FALSE	TRUE	TRUE	
	35203	2001/6/30	数学パズル事典	ｽｳｶﾞｸﾊﾟｽﾞﾙｼﾞﾃﾝ					上野　富美夫	ｳｴﾉﾌﾐｵ		410.79	ｳ		東京堂	2001	218	22	2200						2200	一般書架			２００１．０６．３０		FALSE				FALSE				FALSE	TRUE	TRUE	
	35204	2001/6/30	図説　和菓子の今昔	ｽﾞｾﾂﾜｶﾞｼﾉｺﾝｼﾞｬｸ					虎屋文庫／青木　直己．著	ﾄﾗﾔﾌﾞﾝｺ/ｱｵｷﾅｵﾐ.ﾁｮ		383.81	ｱ		淡交社	2000	182	21	1800						1800	一般書架			２００１．０６．３０		FALSE				FALSE				FALSE	TRUE	TRUE	
	35205	2001/6/30	サラの旅路　／ヴィクトリア時代を生きたアフリカの王女	ｻﾗﾉﾀﾋﾞｼﾞ/ｳﾞｨｸﾄﾘｱｼﾞﾀﾞｲｦｲｷﾀｱﾌﾘｶﾉｵｳｼﾞｮ			ノンフィクションBooks		ウォルター・ディーン・マイヤーズ．著／宮坂　宏美．訳	ｳｫﾙﾀｰ･ﾃﾞｨｰﾝ･ﾏｲﾔｰｽﾞ.ﾁｮ/ﾐﾔｻｶﾋﾛﾐ.ﾔｸ		289.3	ﾏ		小峰書店	2000	159	20	1400						1400	一般書架			２００１．０６．３０		FALSE				FALSE				FALSE	TRUE	TRUE	
	35206	2001/6/30	基礎から学ぶアナウンス　／あなたを磨く話しことば	ｷｿｶﾗﾏﾅﾌﾞｱﾅｳﾝｽ/ｱﾅﾀｦﾐｶﾞｸﾊﾅｼｺﾄﾊﾞ					NHK CTI日本語センター	ﾝHKCﾁﾆﾎﾝｺﾞｾﾝﾀｰ		699.39	ﾊ		ＮＨＫ出版	2000	210	19	1200						1200	一般書架			２００１．０６．３０		FALSE				FALSE				FALSE	TRUE	TRUE	
	35208	2001/6/30	風を待つ少年　／東 君平物語	ｶｾﾞｦﾏﾂｼｮｳﾈﾝ/ﾋｶﾞｼｸﾝﾍﾟｲﾓﾉｶﾞﾀﾘ					東　菜奈	ﾋｶﾞｼﾅﾅ		910.268	ﾋ		集英社	2000	261	20	1600						1600	一般書架			２００１．０６．３０		FALSE				FALSE				FALSE	TRUE	TRUE	
	35209	2001/6/30	似て非なる漢字の辞典	ﾆﾃﾋﾅﾙｶﾝｼﾞﾉｼﾞﾃﾝ					加納　喜光	ｶﾉｳﾖｼﾐﾂ		821.2	ｶ		東京堂	2000	360	20	3500						3500	一般書架			２００１．０６．３０		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-048732598	35210	2001/6/30	八月の博物館	ﾊﾁｶﾞﾂ ﾉ ﾊｸﾌﾞﾂｶﾝ					瀬名秀明 [著]	ｾﾅ ﾋﾃﾞｱｷ 1968-		913.6	ｾﾅ		角川書店	2000	533p	20cm	1600						1600	一般書架					FALSE				FALSE				FALSE	FALSE	TRUE	
	35211	2001/6/30	プロジェクト X　１　--挑戦者たち--　執念の逆転劇	ﾌﾟﾛｼﾞｪｸﾄX1--ﾁｮｳｾﾝｼｬﾀﾁ--ｼｭｳﾈﾝﾉｷﾞｬｸﾃﾝｹﾞｷ			プロジェクトＸ	ﾌﾟﾛｼﾞｪｸﾄX	ＮＨＫプロジェクトＸ制作班．編	NHKﾌﾟﾛｼﾞｪｸﾄXｾｲｻｸﾊﾝ.ﾍﾝ		210.76	ｴ	1	ＮＨＫ出版	2001	318	20	1700						1700	一般書架			２００１．０６．３０		FALSE				FALSE				FALSE	TRUE	TRUE	
	35212	2001/6/30	プロジェクト Ｘ 挑戦者たち２　復活への舞台裏	ﾌﾟﾛｼﾞｪｸﾄXﾁｮｳｾﾝｼｬﾀﾁ2ﾌｯｶﾂﾍﾉﾌﾞﾀｲｳﾗ			プロジェクトＸ　２		ＮＨＫプロジェクトＸ制作班．編	NHKﾌﾟﾛｼﾞｪｸﾄXｾｲｻｸﾊﾝ.ﾍﾝ		210.76	ｴ	2	ＮＨＫ出版	2001	300	20	1700						1700	一般書架			２００１．０６．３０		FALSE				FALSE				FALSE	TRUE	TRUE	
	35213	2001/6/30	片想い百人一首	ｶﾀｵﾓｲﾋｬｸﾆﾝｲｯｼｭ					安野　光雅	ｱﾝﾉﾐﾂﾏｻ		911.104	ｱ		筑摩書房	2001	237	20	1800						1800	一般書架			２００１．０６．３０		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-560035634	35214	2001/6/30	高校生のための実践劇作入門　／劇作家からの十二の手紙	ｺｳｺｳｾｲﾉﾀﾒﾉｼﾞｯｾﾝｹﾞｷｻｸﾆｭｳﾓﾝ/ｹﾞｷｻｯｶｶﾗﾉ12ﾉﾃｶﾞﾐ					北村　想	ｷﾀﾑﾗｿｳ		775.7	ｷ		白水社	2001	147	19	1500						1500	一般書架			２００１．０６．３０		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-582850727	35215	2001/6/30	朗読　声の贈りもの　／日本語をもっと楽しむために	ﾛｳﾄﾞｸｺｴﾉｵｸﾘﾓﾉ/ﾆﾎﾝｺﾞｦﾓｯﾄﾀﾉｼﾑﾀﾒﾆ			平凡社新書072	ﾍｲﾎﾞﾝｼｬｼﾝｼｮ072	松丸　春生	ﾏﾂﾏﾙﾊﾙｵ		809.4	ﾏﾂ		平凡社	2001	252	18	940						940	新書書架			２００１．０６．３０		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-416200087	35216	2001/6/30	はじめての天文学	ﾊｼﾞﾒﾃﾉﾃﾝﾓﾝｶﾞｸ					半田　利弘	ﾊﾝﾀﾞﾄｼﾋﾛ		440	ﾊﾄ		誠文堂新光社	2000	143	19	1600						1600	一般書架			２００１．０６．３０		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-406027625	35217	2001/6/30	イギリス貧困史	ｲｷﾞﾘｽ ﾋﾝｺﾝｼ			新日本新書	ｼﾝ ﾆﾎﾝ ｼﾝｼｮ	藤本武 著	ﾌｼﾞﾓﾄ ﾀｹｼ 1912-2002		332.3	ﾌｼﾞ		新日本出版社	2000	197p	18cm	950			資本主義--イギリス--歴史、貧困--イギリス			950	新書書架					FALSE				FALSE				FALSE	FALSE	TRUE	
	35218	2001/6/30	仏教ハンドブック　／「仏」の教えがわかる小事典	ﾌﾞｯｷｮｳﾊﾝﾄﾞﾌﾞｯｸ/｢ﾎﾄｹ｣ﾉｵｼｴｶﾞﾜｶﾙｼｮｳｼﾞﾃﾝ					瀬戸内　寂聴．編	ｾﾄｳﾁｼﾞｬｸﾁｮｳ.ﾍﾝ		180.36	ｾ		三省堂	2000	248	21	1500						1500	一般書架			２００１．０６．３０		FALSE				FALSE				FALSE	TRUE	TRUE	
	35219	2001/6/30	狂言　ハンドブック　改訂版	ｷｮｳｹﾞﾝﾊﾝﾄﾞﾌﾞｯｸｶｲﾃｲﾊﾝ					油谷　光雄．編／小林　責．監修	ｱﾌﾞﾗﾀﾆﾐﾂｵ.ﾍﾝ/ｺﾊﾞﾔｼｾｷ.ｶﾝｼｭｳ		773.9	ｱ		三省堂	2000	265	21	1650						1650	一般書架			２００１．０６．３０		FALSE				FALSE				FALSE	TRUE	TRUE	
	35220	2001/6/30	日本の御人形　／博物館さがの人形の家	ﾆﾎﾝﾉｵﾆﾝｷﾞｮｳ/ﾊｸﾌﾞﾂｶﾝｻｶﾞﾉﾆﾝｷﾞｮｳﾉｲｴ					池田　萬助／池田　章子．共著／宮野　正喜．写真	ｲｹﾀﾞﾏﾝｽｹ/ｲｹﾀﾞｱｷｺ/ﾐﾔﾉﾏｻｷ.ｼｬｼﾝ		759	ｲ		淡交社	2001	127	22	1800						1800	一般書架			２００１．０６．３０		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-062100250	35221	2001/6/30	ちひろと世界の絵本画家たち　／ちひろ美術館コレクション	ﾁﾋﾛﾄｾｶｲﾉｴﾎﾝｶﾞｶﾀﾁ/ﾁﾋﾛﾋﾞｼﾞｭﾂｶﾝｺﾚｸｼｮﾝ					ちひろ美術館．編	ﾁﾋﾛﾋﾞｼﾞｭﾂｶﾝ.ﾍﾝ		726.6	ﾁ		講談社	2001	151	26	2286						2286	一般書架			２００１．０６．３０		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-087200881	35222	2001/7/19	臨機応答・変問自在 : 森助教授VS理系大学生	ﾘﾝｷ ｵｳﾄｳﾍﾝﾓﾝ ｼﾞｻﾞｲ			集英社新書  0088G	ｼｭｳｴｲｼｬ ｼﾝｼｮ	森博嗣著	ﾓﾘ  ﾋﾛｼ		914.6	ﾓﾘ		集英社	2001	238	18	680						680	一般書架			２００１．０７．１９		FALSE				FALSE				FALSE	TRUE	TRUE	
	35226	2001/7/19	奇妙な名前の色たち	ｷﾐｮｳﾅﾅﾏｴﾉｲﾛﾀﾁ					福田　邦夫	ﾌｸﾀﾞｸﾆｵ		425.7	ﾌ		青娥書房	2001	258	21	2500						2500	一般書架			２００１．０７．１９		FALSE				FALSE				FALSE	TRUE	TRUE	
	35227	2001/7/19	映画で世界を読む	ｴｲｶﾞﾃﾞｾｶｲｦﾖﾑ					山田　和夫	ﾔﾏﾀﾞｶｽﾞｵ		778	ﾔ		新日本出版社	2001	190	19	1800						1800	一般書架			２００１．０７．１９		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-048732987	35228	2001/7/19	長い腕	ﾅｶﾞｲ ｳﾃﾞ					川崎草志 著	ｶﾜｻｷ ｿｳｼ 1961-		913.6	ｶﾜ		角川書店	2001	291p	20cm	1500						1500	一般書架					FALSE				FALSE				FALSE	FALSE	TRUE	
9784-104299010	35229	2001/7/19	からくりからくさ	ｶﾗｸﾘｶﾗｸｻ					梨木　香歩	ﾅｼｷｶﾎ		913.6	ﾅｼ		新潮社	1999	380	20	1600						1600	一般書架			２００１．０７．１９		FALSE				FALSE				FALSE	TRUE	TRUE	
	35232	2001/7/19	母と子の　民族楽器づくり	ﾊﾊﾄｺﾉﾐﾝｿﾞｸｶﾞｯｷﾂﾞｸﾘ					藤原　義勝	ﾌｼﾞﾜﾗﾖｼｶﾂ		763	ﾌ		美術出版社	1997	103	21	1900						1900	一般書架			２００１．０７．１９		FALSE				FALSE				FALSE	TRUE	TRUE	
	35233	2001/7/19	お母さんのきもち　／はじめての子育てが楽しかったり切なかったりするときに開く本	ｵｶｱｻﾝﾉｷﾓﾁ/ﾊｼﾞﾒﾃﾉｺｿﾀﾞﾃｶﾞﾀﾉｼｶｯﾀﾘｾﾂﾅｶｯﾀﾘｽﾙﾄｷﾆﾋﾗｸﾎﾝ					新川　和江	ｼﾝｶﾜｶｽﾞｴ		911	ｼ		小学館	2001	99		1400						1400	一般書架			２００１．０７．１９		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-587619008	35234	2001/7/27	インテリアコーディネーターの仕事がわかる本	ｲﾝﾃﾘｱｺｰﾃﾞｨﾈｰﾀｰﾉｼｺﾞﾄｶﾞﾜｶﾙﾎﾝ					法学書院編集部	ﾎｳｶﾞｸｼｮｲﾝﾍﾝｼｭｳﾌﾞ		366	ﾎ		法学書院	1998	179	19	1400						1400	別置　キャリア教育			２００１．０７．２７		FALSE				FALSE				FALSE	TRUE	TRUE	
	35237	2001/9/18	ＢＡＬＩ　バリ料理　／アジア食文化紀行　神々の島の食をきわめる	ﾊﾞﾘﾘｮｳﾘ/ｱｼﾞｱｼｮｸﾌﾞﾝｶｷｺｳｶﾐｶﾞﾐﾉｼﾏﾉｼｮｸｦｷﾜﾒﾙ					ハインツ・フォン・ホルツェン／ローテル・アルサナ．共著	ﾊｲﾝﾂ･ﾌｫﾝ･ﾎﾙﾂｪﾝ/ﾛｰﾃﾙ･ｱﾙｻﾅ.ｷｮｳﾁｮ/		596	ﾊ		チャールズ・イー・タトル出版	2001	120	20	1500						1500	一般書架			２００１．０９．１８		FALSE				FALSE				FALSE	TRUE	TRUE	
	35238	2001/9/18	オリジナルＴシャツ　デザインいろいろ１１０のＴシャツ	ｵﾘｼﾞﾅﾙTｼｬﾂﾃﾞｻﾞｲﾝｲﾛｲﾛ110ﾉTｼｬﾂ			レディブティックシリーズ1698	ﾚﾃﾞｨﾌﾞﾃｨｯｸｼﾘｰｽﾞ1698	内藤　朗	ﾅｲﾄｳｱｷﾗ		593.36	ﾅ		ブティック社	2001	82	26	800						800	一般書架			２００１．０９．１８		FALSE				FALSE				FALSE	TRUE	TRUE	
	35239	2001/9/18	人口ピラミッドがひっくり返るとき　／高齢化社会の経済新ルール	ｼﾞﾝｺｳﾋﾟﾗﾐｯﾄﾞｶﾞﾋｯｸﾘｶｴﾙﾄｷ/ｺｳﾚｲｶｼｬｶｲﾉｹｲｻﾞｲｼﾝﾙｰﾙ					ポール・ウォーレス．著／高橋　健次．訳	ﾎﾟｰﾙ･ｳｫｰﾚｽ.ﾁｮ/ﾀｶﾊｼｹﾝｼﾞ.ﾔｸ		332	ｳ		草思社	2001	301	20	1900						1900	一般書架			２００１．０９．１８		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-120028366	35240	2001/9/18	神様	ｶﾐｻﾏ					川上弘美 著	ｶﾜｶﾐ ﾋﾛﾐ 1958-		913.6	カワ		中央公論社	1998	194p	20cm	1300		神様、夏休み、花野、河童玉、クリスマス、星の光は昔の光、春立つ、離さない、草上の昼寝				1300	一般書架					FALSE				FALSE				FALSE	FALSE	TRUE	
	35241	2001/9/18	食べた・作った・世界の料理　／駐在員発	ﾀﾍﾞﾀﾂｸｯﾀｾｶｲﾉﾘｮｳﾘ/ﾁｭｳｻﾞｲｲﾝﾊﾂ					ジェトロ．編	ｼﾞｪﾄﾛ.ﾍﾝ		596	ｼﾞ		ジェトロ	2000	291	19	1600						1600	一般書架			２００１．０９．１８		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-635330343	35242	2001/9/18	ホームレス入門 : 人間ドキュメント : 上野の森の紳士録	ﾎｰﾑﾚｽ ﾆｭｳﾓﾝ : ﾆﾝｹﾞﾝ ﾄﾞｷｭﾒﾝﾄ : ｳｴﾉ ﾉ ﾓﾘ ﾉ ｼﾝｼﾛｸ					風樹茂 著	ｶｻﾞｷ ｼｹﾞﾙ 1956-		916	ｶｻ		山と溪谷社	2001	327p	19cm	1500			ホームレス			1500	一般書架					FALSE				FALSE				FALSE	FALSE	TRUE	
	35243	2002/1/1	知られざる ハワイ伝説	ｼﾗﾚｻﾞﾙﾊﾜｲﾃﾞﾝｾﾂ					小平　豊	ｺﾀﾞｲﾗﾕﾀｶ		388	ｺ		ミスター・パートナー	2001	317	19	1300						1300	一般書架					FALSE				FALSE				FALSE	TRUE	TRUE	
9784-048732345	35244	2001/9/18	木島日記	ｷｼﾞﾏ ﾆｯｷ					大塚英志 著	ｵｵﾂｶ ｴｲｼﾞ 1958-		913.6	ｵｵ		角川書店	2000	335p	20cm	1300						1300	一般書架					FALSE				FALSE				FALSE	FALSE	TRUE	
	35245	2001/9/18	あたたかいお金「エコマネー」　／Ｑ＆Ａでわかるエコマネーの使い方	ｱﾀﾀｶｲｵｶﾈ｢ｴｺﾏﾈｰ｣/Q&ｱﾃﾞﾜｶﾙｴｺﾏﾈｰﾉﾂｶｲｶﾀ					加藤　敏春．編著／くりやまエコマネー研究会	ｶﾄｳﾄｼﾊﾙ.ﾍﾝﾁｮ/ｸﾘﾔﾏｴｺﾏﾈｰｹﾝｷｭｳｶｲ		369.7	ｶ		日本教文社	2001	298	19	1238						1238	一般書架			２００１．０９．１８		FALSE				FALSE				FALSE	TRUE	TRUE	
