ISBN	登録番号	受入日	書名	書名かな	副書名	副書名かな	叢書名等	叢書名等かな	著者名	著者名かな	媒体種別	分類記号	図書記号	巻冊記号	出版社	版年	頁数	判型	本体価格	TRCMARCNO	内容紹介	件名	財源	受入先	価格	保管場所	別置記号	備考	付記事項	注記	除籍フラグ	除籍年月日	除籍番号	除籍理由	不明図書フラグ	不明日	不明理由	未点検回数	帯出禁止フラグ	バーコード印刷済フラグ	背ラベル印刷済フラグ	任意項目
9784-048732536	35114	2001/5/25	王の眼. 第1巻	ｵｳ ﾉ ﾒ					江森備 著	ｴﾓﾘ ｿﾅｴ		913.6	ｴﾓ	1	角川書店	2001	245p	20cm	1200						1200	一般書架					FALSE				FALSE				FALSE	FALSE	TRUE	
9784-327471972	35117	2001/5/25	アメリカン・ソドム	ｱﾒﾘｶﾝ ｿﾄﾞﾑ					巽孝之 著	ﾀﾂﾐ ﾀｶﾕｷ 1955-		930.2	ﾀﾂ		研究社出版	2001	368p	20cm	3800			アメリカ文学--歴史、アメリカ小説			3800	一般書架				文献あり	FALSE				FALSE				FALSE	FALSE	TRUE	
	35118	2001/5/25	トイレはどこですか？　／世界おもしろ比較文化紀行Ⅰ	ﾄｲﾚﾊﾄﾞｺﾃﾞｽｶ?/ｾｶｲｵﾓｼﾛﾋｶｸﾌﾞﾝｶｷｺｳ1					小屋　一平（ウタリクリエイツ筑波研究所）	ｺﾔｲｯﾍﾟｲ(ｳﾀﾘｸﾘｴｲﾂﾂｸﾊﾞｹﾝｷｭｳｼｮ)		380.9	ｺ		心交社	2001	211	19	1500						1500	一般書架			２００１．０５．２５		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-770301857	35119	2001/5/25	適性検査　／ＳＰＩ　能力検査編／２００２年版	ﾃｷｾｲｹﾝｻ/Sﾋﾟﾉｳﾘｮｸｹﾝｻﾍﾝ/2002ﾈﾝﾊﾞﾝ					就職試験問題研究会	ｼｭｳｼｮｸｼｹﾝﾓﾝﾀﾞｲｹﾝｷｭｳｶｲ		366.29	ｼ		弘文社	2001	238	19	1000						1000	別置　キャリア教育			２００１．０５．２５		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-652014165	35120	2001/5/25	扉のむこうの物語	ﾄﾋﾞﾗ ﾉ ﾑｺｳ ﾉ ﾓﾉｶﾞﾀﾘ			大長編Lシリーズ		岡田淳 作・絵	ｵｶﾀﾞ ｼﾞｭﾝ 1947-		913.6	ｵｶ		理論社	1987	324p	21cm	1500		冬休みの特別の宿題として、行也は物語を書くことにした。小学校で先生をしている父さんについて学校へ来た行也は、倉庫で扉だけしかない扉やピエロをみつける。(日本図書館協会)、行也がその扉を開けると不思議な世界に入りこんだ…。そこは、自分がつくろうとした物語の世界。ファンタジーの最高傑作。(日本児童図書出版協会)				1500	一般書架					FALSE				FALSE				FALSE	FALSE	TRUE	
9784-766110692	35121	2001/5/25	水彩で描かれた風景	ｽｲｻｲﾃﾞｶｶﾚﾀﾌｳｹｲ			画集		美のコレクション編集部．編	ﾋﾞﾉｺﾚｸｼｮﾝﾍﾝｼｭｳﾌﾞ.ﾍﾝ		720.87	ｸﾞ		グラフィック社	2000	112	27	3200						3200	一般書架			２００１．０５．２５		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-766110395	35122	2001/5/25	描かれた花たち　／美のコレクション	ｴｶﾞｶﾚﾀﾊﾅﾀﾁ/ﾋﾞﾉｺﾚｸｼｮﾝ 					グラフィック社編集部　　	ｸﾞﾗﾌｨｯｸｼｬﾍﾝｼｭｳﾌﾞｼｬ		720.87	ｸﾞ		グラフィック社	1998	111	27	3200						3200	一般書架			２００１．０５．２５		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-766109283	35123	2001/5/25	鉛筆画スペシャル	ｴﾝﾋﾟﾂｶﾞｽﾍﾟｼｬﾙ			画集		グラフィック社編集部．編	ｸﾞﾗﾌｨｯｸｼｬﾍﾝｼｭｳﾌﾞ.ﾍﾝ		720.87	ｸﾞ		グラフィック社	2000	112	27	3200						3200	一般書架			２００１．０５．２５		FALSE				FALSE				FALSE	TRUE	TRUE	
	35124	2001/6/4	強くなる！超ｶﾝﾀﾝ将棋入門　１　／将棋のルール　／楽しくおぼえる入門編	ﾂﾖｸﾅﾙ!ﾁｮｳｶﾝﾀﾝｼｮｳｷﾞﾆｭｳﾓﾝ1/ｼｮｳｷﾞﾉﾙｰﾙ/ﾀﾉｼｸｵﾎﾞｴﾙﾆｭｳﾓﾝﾍﾝ/					川北　亮司／日本将棋連盟	ｶﾜｷﾀﾘｮｳｼﾞ/ﾆﾎﾝｼｮｳｷﾞﾚﾝﾒｲ		796	ｶ	1	金の星社	2000	143	22	1800						1800	一般書架			２００１．０６．０４		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-251008060	35125	2001/6/4	ぼくの小鳥ちゃん	ﾎﾞｸ ﾉ ｺﾄﾘﾁｬﾝ					江國香織 著	ｴｸﾆ ｶｵﾘ 1964-		913.6	ｴｸ		あかね書房	1997	109p	18cm	1200		雪の日の朝、ぼくのアパートに迷い込んできた、キュートでりりしい小鳥ちゃん。淡いラブ・ストーリー。(日本児童図書出版協会)				1200	一般書架					FALSE				FALSE				FALSE	FALSE	TRUE	
9784-652071861	35126	2001/6/4	ショート・トリップ	ｼｮｰﾄ ﾄﾘｯﾌﾟ					森絵都 作、長崎訓子 画	ﾓﾘ ｴﾄ 1968-､ﾅｶﾞｻｷ ｸﾆｺ 1970-		913.6	ﾓﾘ		理論社	2000	165p	19cm	1300		旅--一生をかける旅、お忍びの旅、時空も主人公もまったく異なる旅のショートショート40話。ファンタジックでユーモアいっぱい。(日本児童図書出版協会)				1300	一般書架					FALSE				FALSE				FALSE	FALSE	TRUE	
9784-062573306	35128	2001/6/4	「砂糖は太る」の誤解　--科学で見る砂糖の素顔--	｢ｻﾄｳﾊﾌﾄﾙ｣ﾉｺﾞｶｲ--ｶｶﾞｸﾃﾞﾐﾙｻﾄｳﾉｽｶﾞｵ--			BLUE BACKS B-1330		高田　明和	ﾀｶﾀﾞｱｷｶｽﾞ		498.5	ﾀｶ		講談社	2001	166	18	800						800	新書書架			２００１．０６．０４		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-062573313	35129	2001/6/4	これならわかる　Ｃ＋＋　挫折しないプログラミング入門	ｺﾚﾅﾗﾜｶﾙC++ｻﾞｾﾂｼﾅｲﾌﾟﾛｸﾞﾗﾐﾝｸﾞﾆｭｳﾓﾝ			BLUE BACKS B-１３３１		小林　健一郎	ｺﾊﾞﾔｼｹﾝｲﾁﾛｳ		7	ｺﾊﾞ		講談社	2001	443	18	1900						1900	新書書架			２００１．０６．０４		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-062573320	35130	2001/6/4	集合とはなにか : はじめて学ぶ人のために	シュウゴウ トワ ナニカ : ハジメテ マナブ ヒト ノ タメ ニ			ブルーバックス ; B-1332		竹内　外史	ﾀｹｳﾁ ｶﾞｲｼ		410.9	ﾀｹ		講談社	2001	246	18	900						900	新書書架			２００１．０６．０４		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-004307297	35132	2001/6/4	ＩＴ革命　／ネット社会のゆくえ	ｱｲﾃｨｰｶｸﾒｲ/ﾈｯﾄｼｬｶｲﾉﾕｸｴ			岩波新書７２９	729	西垣　通	ﾆｼｶﾞｷﾄｵﾙ		7	ﾆｼ		岩波書店	2001	189	18	700						700	新書書架			２００１．０６．０４		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-004307303	35133	2001/6/4	ゲランドの塩物語　／未来の生態系のために	ｹﾞﾗﾝﾄﾞﾉｼｵﾓﾉｶﾞﾀﾘ/ﾐﾗｲﾉｾｲﾀｲｹｲﾉﾀﾒﾆ			岩波新書７３０	730	コリン・コバヤシ	ｺﾘﾝ･ｺﾊﾞﾔｼ		669	ｺﾊﾞ		岩波書店	2001	200	18	700						700	新書書架			２００１．０６．０４		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-004307310	35134	2001/6/4	植物のこころ	ｼｮｸﾌﾞﾂﾉｺｺﾛ			岩波新書７３１	731	塚谷　裕一	ﾂｶﾔﾋﾛｶｽﾞ		471	ﾂｶ		岩波書店	2001	211	18	700						700	新書書架			２００１．０６．０４		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-005003723	35135	2001/6/4	科学に魅せられた日本人　／ニッポニウムからゲノム、光通信まで	ｶｶﾞｸﾆﾐｾﾗﾚﾀﾆﾎﾝｼﾞﾝ/ﾆｯﾎﾟﾆｳﾑｶﾗｹﾞﾉﾑ､ﾋｶﾘﾂｳｼﾝﾏﾃﾞ			岩波ｼﾞｭﾆｱ新書３７２	372	吉原　賢二	ﾖｼﾊﾗｹﾝｼﾞ		402	ﾖｼ		岩波書店	2001	226	18	780						780	新書書架			２００１．０６．０４		FALSE				FALSE				FALSE	TRUE	TRUE	
	35137	2001/6/4	山田かまち作品集　青い炎	ﾔﾏﾀﾞｶﾏﾁｻｸﾋﾝｼｭｳ ｱｵｲﾎﾉｵ					山田　かまち	ﾔﾏﾀﾞｶﾏﾁ		289.1	ﾔ		学習研究社	2000	166	28	2140						2140	一般書架			２００１．０６．０４		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-061495425	35138	2001/6/14	自由はどこまで可能か : リバタリアニズム入門	ｼﾞﾕｳ ﾜ ﾄﾞｺﾏﾃﾞ ｶﾉｳ ｶ : ﾘﾊﾞﾀﾘｱﾆｽﾞﾑ ﾆｭｳﾓﾝ			講談社現代新書	ｺｳﾀﾞﾝｼｬ ｹﾞﾝﾀﾞｲ ｼﾝｼｮ	森村進 著	ﾓﾘﾑﾗ ｽｽﾑ 1955-		309.1	ﾓﾘ		講談社	2001	216p	18cm	660			リバタリアニズム			660	新書書架				文献あり	FALSE				FALSE				FALSE	FALSE	TRUE	
9784-121015709	35139	2001/6/14	キルギス大統領顧問日記 : シルクロードの親日国で	ｷﾙｷﾞｽ ﾀﾞｲﾄｳﾘｮｳ ｺﾓﾝ ﾆｯｷ : ｼﾙｸﾛｰﾄﾞ ﾉ ｼﾝﾆﾁｺｸ ﾃﾞ			中公新書  1570	ﾁｭｳｺｳ ｼﾝｼｮ	田中哲二著	ﾀﾅｶ  ﾃﾂｼﾞ		332.9	ﾀﾅ		中央公論社	2001	264	18	780						780	新書書架			２００１．０６．１４		FALSE				FALSE				FALSE	TRUE	TRUE	
	35140	2001/6/14	パステルと月　谷川晃一画文集	ﾊﾟｽﾃﾙﾄﾂｷﾀﾆｶﾞﾜｺｳｲﾁｶﾞﾌﾞﾝｼｭｳ					谷川　晃一	ﾀﾆｶﾞﾜｺｳｲﾁ		723	ﾀ		日貿出版社	1999	91	22	2500						2500	一般書架			２００１．０６．１４		FALSE				FALSE				FALSE	TRUE	TRUE	
	35141	2001/6/14	谷川晃一ドローイング集	ﾀﾆｶﾞﾜｺｳｲﾁﾄﾞﾛｰｲﾝｸﾞｼｭｳ			エクリチュール叢書　１	ｴｸﾘﾁｭｰﾙ1	谷川　晃一．画／東野　芳明．解説	ﾀﾆｶﾞﾜｺｳｲﾁ.ｶﾞ/ﾋｶﾞｼﾉﾖｼｱｷ.ｶｲｾﾂ		723	ﾀ		深夜叢書社	1977	60	20	1200						1200	一般書架			２００１．０６．１４		FALSE				FALSE				FALSE	TRUE	TRUE	
	35142	2001/6/14	ボランティアへの招待	ﾎﾞﾗﾝﾃｨｱﾍﾉｼｮｳﾀｲ					岩波書店編集部．編	ｲﾜﾅﾐｼｮﾃﾝﾍﾝｼｭｳﾌﾞ.ﾍﾝ		369.7	ｲ		岩波書店	2001	519	21	2000						2000	一般書架			２００１．０６．１４		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-048732673	35143	2001/6/18	ユリイカ	ﾕﾘｲｶ					青山真治 [著]	ｱｵﾔﾏ ｼﾝｼﾞ 1964-2022		913.6	ｱｵ		角川書店	2000	289p	20cm	1600						1600	一般書架					FALSE				FALSE				FALSE	FALSE	TRUE	
9784-163171807	35144	2001/6/18	白仏　／The Palest of BUDDHAS	ﾊｸﾌﾞﾂ					辻　仁成	ﾂｼﾞﾋﾄﾅﾘ		913.6	ﾂｼﾞ		文藝春秋	2000	317	20	1238						1238	一般書架			２００１．０６．１８		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-087733433	35145	2001/6/18	山の郵便配達	ﾔﾏ ﾉ ﾕｳﾋﾞﾝ ﾊｲﾀﾂ					彭見明 著、大木康 訳	ﾎｳ ｹﾝﾒｲ 1953-､ｵｵｷ ﾔｽｼ 1959-		923.7	ﾎｳ		集英社	2001	214p	20cm	1600		山の郵便配達、沢国、南を避ける、過ぎし日は語らず、愛情、振り返って見れば				1600	一般書架					FALSE				FALSE				FALSE	FALSE	TRUE	
	35146	2001/6/18	東京の坂風情	ﾄｳｷｮｳﾉｻｶﾌｾﾞｲ					道家　剛三郎	ﾄﾞｳｹｺﾞｳｻﾞﾌﾞﾛｳ		291.02	ﾄﾞ		東京図書	2001	586	19	2000						2000	一般書架			２００１．０６．１８		FALSE				FALSE				FALSE	TRUE	TRUE	
	35147	2001/6/18	谷川晃一の自由デッサン塾　／楽しく絵を描こう	ﾀﾆｶﾞﾜｺｳｲﾁﾉｼﾞﾕｳﾃﾞｯｻﾝｼﾞｭｸ/ﾀﾉｼｸｴｦｶｺｳ			ＮＨＫ趣味悠々	ﾝHKｼｭﾐﾕｳﾕｳ	谷川　晃一	ﾀﾆｶﾞﾜｺｳｲﾁ		725	ﾀ		日本放送出版協会	2000	112	30	1000						1000	一般書架			２００１．０６．１８		FALSE				FALSE				FALSE	TRUE	TRUE	
	35148	2001/6/18	オリーブ石けん、マルセイユ石けんを作る　／『お風呂の愉しみ』テキストブック	ｵﾘｰﾌﾞｾｯｹﾝ､ﾏﾙｾｲﾕｾｯｹﾝｦﾂｸﾙ/｢ｵﾌﾛﾉﾀﾉｼﾐ｣ﾃｷｽﾄﾌﾞｯｸ					前田　京子	ﾏｴﾀﾞｷｮｳｺ		576.53	ﾏ		飛鳥新社	2001	110	26	1800						1800	一般書架			２００１．０６．１８		FALSE				FALSE				FALSE	TRUE	TRUE	
	35149	2001/6/18	わたしのいもうと	ﾜﾀｼﾉｲﾓｳﾄ			絵本		松谷　みよ子．文／味戸　ケイコ．絵	ﾏﾂﾀﾆﾐﾖｺ.ﾌﾞﾝ/ｱｼﾞﾄｹｲｺ.ｴ		726.5	ﾏ		偕成社	2000	30	25	1200						1200	一般書架			２００１．０６．１８		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-652004715	35150	2001/6/28	風力鉄道に乗って	ﾌｳﾘｮｸ ﾃﾂﾄﾞｳ ﾆ ﾉｯﾃ			童話パラダイス ; 1		斉藤洋 作、佐々木マキ 絵	ｻｲﾄｳ ﾋﾛｼ 1952-､ｻｻｷ ﾏｷ 1946-		913.6	ｻｲ		理論社	1990	189p	22cm	1200		ぼくは新宿駅で変な列車に乗ってしまった。つぎつぎ現れる動物の顔の乗客たち……。それは帆に風をうけて走る風力鉄道だった。(日本児童図書出版協会)				1200	一般書架					FALSE				FALSE				FALSE	FALSE	TRUE	
9784-473018106	35151	2001/6/28	絵本のあたたかな森 : たいせつなひとに伝えたい、愛のかたち	ｴﾎﾝ ﾉ ｱﾀﾀｶﾅ ﾓﾘ : ﾀｲｾﾂﾅ ﾋﾄ ﾆ ﾂﾀｴﾀｲ ｱｲ ﾉ ｶﾀﾁ					今江　祥智	ｲﾏｴ ﾖｼﾄﾓ		19.5	ｲﾏ		淡交社	2001	127	21	1500						1500	一般書架			２００１．０６．２８		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-093860727	35152	2001/6/28	世界の中心で、愛をさけぶ	ｾｶｲ ﾉ ﾁｭｳｼﾝ ﾃﾞ ｱｲ ｵ ｻｹﾌﾞ					片山恭一 著	ｶﾀﾔﾏ ｷｮｳｲﾁ 1959-		913.6	カタ		小学館	2001	206p	20cm	1400						1400	一般書架					FALSE				FALSE				FALSE	FALSE	TRUE	
9784-893092175	35153	2001/6/28	ピアノへ　／１０人のピアニストたちが語る２０世紀のピアノの名盤。そして私がピアニストになるまで	ﾋﾟｱﾉﾍ/10ﾆﾝﾉﾋﾟｱﾆｽﾄﾀﾁｶﾞｶﾀﾙ20ｾｲｷﾉﾋﾟｱﾉﾉﾒｲﾊﾞﾝ｡ｿｼﾃﾜﾀｼｶﾞﾋﾟｱﾆｽﾄﾆﾅﾙﾏﾃﾞ					谷川　賢作．編	ﾀﾆｶﾞﾜｹﾝｻｸ.ﾍﾝ		762.8	ﾀｹ		ブロンズ新社	2001	239	20	1680						1680	一般書架			２００１．０６．２８		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-526047503	35154	2001/6/28	学生のための初めて学ぶIT(情報技術)	ｶﾞｸｾｲ ﾉ ﾀﾒﾉ ﾊｼﾞﾒﾃ ﾏﾅﾌﾞ IT ｼﾞｮｳﾎｳ ｷﾞｼﾞｭﾂ					宮本武明 監修、松江工業高等専門学校IT教育研究会 編	ﾐﾔﾓﾄ ﾀｹｱｷ 1937-､ﾏﾂｴ ｺｳｷﾞｮｳ ｺｳﾄｳ ｾﾝﾓﾝ ｶﾞｯｺｳ IT ｷｮｳｲｸ ｹﾝｷｭｳｶｲ		7	ﾏﾂ		日刊工業新聞社	2001	222 5p	21cm	2300			情報科学			2300	一般書架					FALSE				FALSE				FALSE	FALSE	TRUE	
9784-878933257	35155	2001/6/28	21世紀の子どもたちに、アウシュヴィッツをいかに教えるか?	21ｾｲｷ ﾉ ｺﾄﾞﾓﾀﾁ ﾆ ｱｳｼｭｳﾞｨｯﾂ ｵ ｲｶﾆ ｵｼｴﾙｶ					ジャン=フランソワ・フォルジュ 著、高橋武智 訳	ｼﾞｬﾝ/ﾌﾗﾝｿﾜ･ﾌｫﾙｼﾞｭ/ﾀｶﾊｼ ﾀｹﾄﾓ 1935-2020		375.3	ﾌｫ		作品社	2000	326p	21cm	2400			世界戦争 (1939-1945)--残虐行為、反ユダヤ人主義			2400	一般書架				原ﾀｲﾄﾙ: Eduquer contre Auschwitz､文献あり	FALSE				FALSE				FALSE	FALSE	TRUE	
9784-840102704	35156	2001/6/28	ＴＶ・マスコミ「ことば」の真相	TVﾏｽｺﾐ｢ｺﾄﾊﾞ｣ﾉｼﾝｿｳ					藤井　青銅	ﾌｼﾞｲｾｲﾄﾞｳ		814	ﾌｾ		メディアファクトリー	2001	223	18	952						952	一般書架			２００１．０６．２８		FALSE				FALSE				FALSE	TRUE	TRUE	
	35157	2001/6/28	ねこが虫歯にならないわけ　--法歯学者の動物談義--	ﾈｺｶﾞﾑｼﾊﾞﾆﾅﾗﾅｲﾜｹ--ﾎｳｼｶﾞｸｼｬﾉﾄﾞｳﾌﾞﾂﾀﾞﾝｷﾞ--					中野　愛彦	ﾅｶﾉﾖｼﾋｺ		481	ﾅ		五月書房	1995	198	19	1380						1380	一般書架			２００１．０６．２８		FALSE				FALSE				FALSE	TRUE	TRUE	
	35158	2001/6/28	すしの事典	ｽｼﾉｼﾞﾃﾝ					日比野　光敏	ﾋﾋﾞﾉﾃﾙﾄｼ		596.21	ﾋ		東京堂出版	2001	362	20	2600						2600	一般書架			２００１．０６．２８		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-062094481	35159	2001/6/28	月神の統べる森で	ｹﾞｯｼﾝ ﾉ ｽﾍﾞﾙ ﾓﾘ ﾃﾞ					たつみや章 作、東逸子 絵	ﾀﾂﾐﾔ ｼｮｳ 1954-､ｱｽﾞﾏ ｲﾂｺ 1953-		913.6	ﾀﾂ		講談社	1998	293p	20cm	1600		語り伝えも、とうの昔にとぎれて、だれにも忘れられてしまった、はるか太古の物語として、縄文文化のころの少年と家族や仲間などを描く。ヒメカノ民、もりの少年、見知らぬ神等12章。(日本図書館協会)、山も川も動物も、みな心ある存在として共生していた時代。海から来たヒメカの民はクニをつくり、ムラへの攻撃を開始した。(日本児童図書出版協会)				1600	一般書架					FALSE				FALSE				FALSE	FALSE	TRUE	
9784-062100342	35160	2001/6/28	地の掟月のまなざし	ﾁ ﾉ ｵｷﾃ ﾂｷ ﾉ ﾏﾅｻﾞｼ					たつみや章 作、東逸子 絵	ﾀﾂﾐﾔ ｼｮｳ 1954-､ｱｽﾞﾏ ｲﾂｺ 1953-		913.6	ﾀﾂ		講談社	2000	373p	20cm	1700		縄文のムラと、弥生のクニ。それぞれの時代の命運を握る二人の少年の物語。帰還、月の柱、ムラ会議、人食い、ヤドの仲間、ヒメカの怒り、白蛇、ホムタの野心、義兄弟、託宣、月と少女、等14章。(日本図書館協会)、縄文時代-その平和を脅かす闘いの火ぶたが、切られようとしていた時-。二人の少年の出会いが、新たなる運命の歯車を回していく。(日本児童図書出版協会)				1700	一般書架					FALSE				FALSE				FALSE	FALSE	TRUE	
9784-198613303	35162	2001/6/29	銀のキス	ｷﾞﾝ ﾉ ｷｽ					アネット・カーティス・クラウス 作、柳田利枝 訳	ｱﾈｯﾄ･ｶｰﾃｨｽ･ｸﾗｳｽ/ﾔﾅｷﾞﾀﾞ ﾄｼｴ		933.7	ｸﾗ		徳間書店	2001	222p	19cm	1400		末期癌で入院中の母、仕事と看病で忙しい父、孤独な一人娘ゾーイは美少年のサイモンと恋に落ちた。サイモンは300年生きてきた吸血鬼だった。全米図書館協議会図書賞他多数の賞を受賞。(日本図書館協会)、16歳のゾーイが恋をした美しい少年の正体は「呪われた種族」だった…。生と死、永遠の孤独と恋のときめきに彩られた魅惑的な物語。(日本児童図書出版協会)				1400	一般書架				原ﾀｲﾄﾙ: The silver kiss	FALSE				FALSE				FALSE	FALSE	TRUE	
	35163	2001/6/29	身近な樹木ウォッチング　【新版】　--まず基本１７０種を覚えよう--	ﾐｼﾞｶﾅｼﾞｭﾓｸｳｫｯﾁﾝｸﾞ｢ｼﾝﾊﾟﾝ｣--ﾏｽﾞｷﾎﾝ170ｼｭｦｵﾎﾞｴﾖｳ--					淡交社	ﾀﾝｺｳｼｬ		653.3	ﾀ		淡交社	2001	143	21	1600						1600	一般書架			２００１．０６．２９		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-396631635	35164	2001/6/29	黄土の虹 : チャイナ・ストーリーズ	ｵｳﾄﾞ ﾉ ﾆｼﾞ : ﾁｬｲﾅ ｽﾄｰﾘｰｽﾞ					田中芳樹 [ほか]著	ﾀﾅｶ ﾖｼｷ 1952-		913.6	ﾀﾅ		祥伝社	2000	289p	20cm	1700		天鵝 森下翠 著、趙姫 塚本青史 著、鶏争 狩野あざみ 著、徽音殿の井戸 田中芳樹 著、香獣 森福都 著、北元大秘記 芦辺拓 著、玉面 井上祐美子 著				1700	一般書架					FALSE				FALSE				FALSE	FALSE	TRUE	
9784-103786061	35166	2001/6/29	シーズザデイ	ｼｰｽﾞ ｻﾞ ﾃﾞｲ					鈴木光司 著	ｽｽﾞｷ ｺｳｼﾞ 1957-		913.6	ｽｽﾞ		新潮社	2001	425p	20cm	1800						1800	一般書架					FALSE				FALSE				FALSE	FALSE	TRUE	
	35167	2001/6/29	ボクサー畑山隆則	ﾎﾞｸｻｰﾊﾀｹﾔﾏﾀｶﾉﾘ					成田　泉	ﾅﾘﾀｲｽﾞﾐ		780.28	ﾅ		オークラ出版	2001	190	20	1429						1429	一般書架			２００１．０６．２９		FALSE				FALSE				FALSE	TRUE	TRUE	
	35168	2001/6/29	文芸／夏／特集・長野まゆみ	ﾌﾞﾝｹﾞｲ/ﾅﾂ/ﾄｸｼｭｳﾅｶﾞﾉﾏﾕﾐ			雑誌・文芸		河出書房新社	ｶﾜﾃﾞｼｮﾎﾞｳｼﾝｼｬ		913.6	ﾅｶﾞ		河出書房新社	2001		21	1000		分類ミス　文学--作家				1000	一般書架			２００１．０６．２９		FALSE				FALSE				FALSE	TRUE	TRUE	
	35169	2001/6/29	ベトナム戦争	ﾍﾞﾄﾅﾑｾﾝｿｳ					沢田　教一	ｻﾜﾀﾞｷｮｳｲﾁ		223.107	ｻ		くれせんと出版部	1997	95	26	1900						1900	一般書架			２００１．０６．２９		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-062106733	35170	2001/6/29	天地のはざま	ﾃﾝﾁ ﾉ ﾊｻﾞﾏ					たつみや章 作、東逸子 絵	ﾀﾂﾐﾔ ｼｮｳ 1954-､ｱｽﾞﾏ ｲﾂｺ 1953-		913.6	ﾀﾂ		講談社	2001	341p	20cm	1600		「星の子」であるポイシュマと、高貴な血を引きながらクニを逐われたワカヒコ。敵味方をこえ友情を結んだふたりだったが…。神と人間が織りなす愛と闘争を描くファンタジー連作。(日本図書館協会)、縄文から弥生へと変化する、いにしえの日本を舞台にした、壮大なファンタジー連作の第3弾。大きな転機を迎えた主人公達の運命は!(日本児童図書出版協会)				1600	一般書架					FALSE				FALSE				FALSE	FALSE	TRUE	
9784-048732482	35172	2001/6/29	壺中の天国	ｺﾁｭｳ ﾉ ﾃﾝｺﾞｸ					倉知淳 著	ｸﾗﾁ ｼﾞｭﾝ 1962-		913.6	ｸﾗ		角川書店	2000	437p	20cm	1900						1900	一般書架					FALSE				FALSE				FALSE	FALSE	TRUE	
9784-087745245	35173	2001/6/29	アウトトゥランチ	ｱｳﾄ ﾄｩ ﾗﾝﾁ					篠原一 著	ｼﾉﾊﾗ ﾊｼﾞﾒ 1976-		913.6	ｼﾉ		集英社	2001	253p	20cm	1600		ホーム、スイートホーム、ピジョン・ブラッド、ブラインド・アレー、デッド・フォックス・ハンティング、アイル・リメンバ・ユー、アウト・トゥ・ランチ、サマータイム				1600	一般書架					FALSE				FALSE				FALSE	FALSE	TRUE	
	35174	2001/6/29	おーい　ぽぽんた　／声で読む日本の詩歌１６６	ｵｰｲﾎﾟﾎﾟﾝﾀ/ｺｴﾃﾞﾖﾑﾆﾎﾝﾉｼｲｶ166			声で読む日本の詩歌１６６	ｺｴﾃﾞﾖﾑﾆﾎﾝﾉｼｲｶ166	茨木　のり子．他共編／柚木　沙弥郎．画	ｲﾊﾞﾗｷﾉﾘｺ.ﾎｶｷｮｳﾍﾝ/ﾕﾉｷｻﾐﾛｳ.ｶﾞ		911	ｲ		福音館書店	2001	193	24								一般書架			２００１．０６．２９		FALSE				FALSE				FALSE	TRUE	TRUE	
	35175	2001/6/29	おーい　ぽぽんた　俳句・短歌鑑賞　／声で読む日本の詩歌１６６	ｵｰｲﾎﾟﾎﾟﾝﾀ/ｺｴﾃﾞﾖﾑﾆﾎﾝﾉｼｲｶ166ﾊｲｸﾀﾝｶｶﾝｼｮｳ			声で読む日本の詩歌１６６	ｺｴﾃﾞﾖﾑﾆﾎﾝﾉｼｲｶ166	大岡　信	ｵｵｵｶﾏｺﾄ		911	ｵ		福音館書店	2001	105	23								一般書架			２００１．０６．２９		FALSE				FALSE				FALSE	TRUE	TRUE	
	35176	2001/6/29	ブルーナ　ミュージアム　--ミッフィーのすべてがわかる--	ﾌﾞﾙｰﾅﾐｭｰｼﾞｱﾑ--ﾐｯﾌｨｰﾉｽﾍﾞﾃｶﾞﾜｶﾙ--			絵本	ｴﾎﾝ	デック・ブルーナ	ﾃﾞｯｸ･ﾌﾞﾙｰﾅ		726.6	ﾌﾞ		白泉社	2001	119	30	2200						2200	一般書架			２００１．０６．２９		FALSE				FALSE				FALSE	TRUE	TRUE	
9784-569613710	35177	2001/6/30	心を元気にする色彩セラピー　／色が気持ちを変えてくれる！／	ｺｺﾛｦｹﾞﾝｷﾆｽﾙｼｷｻｲｾﾗﾋﾟｰ/ｲﾛｶﾞｷﾓﾁｦｶｴﾃｸﾚﾙ!/					末永　蒼生	ｽｴﾅｶﾞﾀﾐｵ		146.8	ｽ		ＰＨＰ研究所	2001	145	22	1500						1500	一般書架			２００１．０６．３０		FALSE				FALSE				FALSE	TRUE	TRUE	
